,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300
YCL025C,0.1,0.0866666666667,0.045,0.0483333333333,0.0533333333333,0.0320833333333,0.0333333333333,0.0233333333333,,0.08,,0.0516666666667
YCL026C-A,,,,,,0.0,,0.0,,,,
YCL026C-B,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
YCL027W,0.0816666666667,0.07,0.035,0.0266666666667,0.0345833333333,0.03,0.0177777777778,0.027,0.0583333333333,0.0516666666667,0.0833333333333,0.0683333333333
YCL028W,0.17,0.161666666667,0.0922222222222,0.0905555555556,0.0903333333333,0.0666666666667,0.0630952380952,0.0671428571429,0.128333333333,0.126111111111,0.153333333333,0.12125
YCL029C,,,0.04,0.0483333333333,0.0483333333333,0.0183333333333,0.0255555555556,0.0258333333333,0.0683333333333,0.0683333333333,,0.0566666666667
YCL030C,0.112083333333,0.122222222222,0.0611904761905,0.0587878787879,0.0604761904762,0.0385897435897,0.0379166666667,0.0391025641026,0.09625,0.0938095238095,0.120555555556,0.0805
YCL031C,0.105,0.116666666667,0.0491666666667,0.055,0.0488888888889,0.0366666666667,0.03375,0.0366666666667,0.0633333333333,0.1,0.1,0.08
YCL032W,,,0.0366666666667,0.035,0.0466666666667,0.025,0.0161111111111,0.0211111111111,,0.0533333333333,0.075,0.0616666666667
YCL033C,0.13,0.118333333333,0.0579166666667,0.06375,0.0625,0.0433333333333,0.0404166666667,0.0416666666667,0.0816666666667,0.09,0.11,0.0808333333333
YCL034W,0.0633333333333,0.08,0.04,0.035,0.0377777777778,0.025,0.0242592592593,0.023125,0.0633333333333,0.075,0.0766666666667,0.05
YCL035C,0.198333333333,0.194444444444,0.105833333333,0.110294117647,0.110444444444,0.0730434782609,0.0764743589744,0.0785802469136,0.148888888889,0.15125,0.182333333333,0.140208333333
YCL036W,,,0.0216666666667,0.0233333333333,0.0233333333333,0.0145833333333,0.0156666666667,0.0122916666667,0.0305555555556,0.0358333333333,0.055,0.0308333333333
YCL037C,,,0.0883333333333,,,0.0675,0.0625,0.0691666666667,,,,0.136666666667
YCL038C,,,0.0266666666667,0.0275,0.035,0.0241666666667,0.0283333333333,0.0172222222222,,0.0333333333333,,0.0416666666667
YCL039W,,,0.035,0.035,0.0408333333333,0.0194444444444,0.0308333333333,0.0266666666667,0.0483333333333,0.0533333333333,,
YCL040W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCL043C,0.151153846154,0.151,0.0766,0.0777272727273,0.0789583333333,0.0512689393939,0.0511991869919,0.0540238095238,0.113666666667,0.10994047619,0.1453125,0.104770114943
YCL044C,0.115,0.131666666667,0.0533333333333,0.0633333333333,0.0583333333333,0.0311111111111,0.0375,0.0327777777778,0.085,0.1,0.111666666667,0.0875
YCL045C,0.0983333333333,0.0933333333333,0.0442592592593,0.0404761904762,0.047380952381,0.0284444444444,0.0321111111111,0.0311111111111,0.0722222222222,0.0641666666667,0.0861111111111,0.0642592592593
YCL047C,,,0.0516666666667,0.04,,0.0383333333333,0.0333333333333,0.0333333333333,,0.0666666666667,,0.065
YCL048W,,,,,0.0,,,,,,,
YCL049C,0.0966666666667,,0.035,0.0333333333333,0.0583333333333,0.03,0.0341666666667,0.0288888888889,0.0733333333333,,0.101666666667,0.0533333333333
YCL050C,0.2,0.188333333333,0.1125,0.123333333333,0.114444444444,0.0777777777778,0.0823333333333,0.0825,0.155833333333,0.153333333333,0.186666666667,0.153333333333
YCL051W,,,0.025,,0.0216666666667,0.0133333333333,0.0166666666667,0.0183333333333,0.0383333333333,,,
YCL052C,,0.085,0.03,,,0.0275,0.0233333333333,0.0316666666667,,0.0533333333333,,0.0433333333333
YCL054W,0.141666666667,0.148333333333,0.0661111111111,0.068,0.07,0.0454761904762,0.0411111111111,0.0466666666667,0.095,0.0975,0.141666666667,0.0977777777778
YCL055W,0.128333333333,0.128333333333,0.0708333333333,0.0483333333333,0.0525,0.0316666666667,0.0354166666667,0.0416666666667,0.0875,0.0783333333333,0.103333333333,0.0808333333333
YCL056C,0.06,0.0466666666667,0.02375,0.0258333333333,0.0208333333333,0.0141666666667,0.00833333333333,0.0116666666667,0.0333333333333,0.0366666666667,0.0433333333333,0.0383333333333
YCL057C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCL057W,0.09375,0.0925,0.0437878787879,0.0426388888889,0.0463333333333,0.0284920634921,0.0295454545455,0.0278571428571,0.0716666666667,0.0663888888889,0.104,0.0625925925926
YCL058C,,,0.0,,,,0.0,0.0,,0.0,,
YCL058W-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCL059C,0.136111111111,0.133333333333,0.0608333333333,0.0685185185185,0.0704166666667,0.0434848484848,0.0483333333333,0.0482407407407,0.101111111111,0.104,0.136666666667,0.0958333333333
YCL061C,0.0733333333333,0.0616666666667,0.0303333333333,0.0295833333333,0.0291666666667,0.0166666666667,0.02,0.0116666666667,0.05,,,0.0483333333333
YCL063W,,,,0.0116666666667,0.0241666666667,0.0161111111111,0.0216666666667,0.02,0.0433333333333,,,0.0466666666667
YCL064C,0.143333333333,0.1475,0.0791666666667,0.0785,0.076875,0.0537179487179,0.0524242424242,0.054625,0.111904761905,0.110701754386,0.135555555556,0.107
YCL074W,,,0.0,,,,,,,,,
YCR002C,0.118333333333,0.12,0.0588888888889,0.0643333333333,0.0628571428571,0.0464285714286,0.0443939393939,0.0455555555556,0.0866666666667,0.0925,0.108333333333,0.0883333333333
YCR003W,,,0.0833333333333,0.0866666666667,0.0683333333333,0.075,0.0533333333333,0.0555555555556,0.108333333333,0.126666666667,0.143333333333,0.108333333333
YCR004C,0.153888888889,0.17,0.0860416666667,0.0890740740741,0.0871666666667,0.060641025641,0.0576923076923,0.0584615384615,0.121944444444,0.118888888889,0.150833333333,0.116428571429
YCR005C,0.102222222222,0.0977777777778,0.0458333333333,0.0471428571429,0.0566666666667,0.0329487179487,0.0318888888889,0.0359090909091,0.0661111111111,0.0819444444444,0.112777777778,0.0728571428571
YCR007C,,,,,,0.0075,0.01,,,,,
YCR008W,0.0466666666667,0.03,0.0146666666667,0.0153333333333,0.0179166666667,0.008125,0.00816666666667,0.0101851851852,0.0275,0.0311111111111,0.0416666666667,0.0241666666667
YCR009C,0.137222222222,0.14,0.0690740740741,0.0605555555556,0.0729166666667,0.0377083333333,0.0461904761905,0.045,0.106666666667,0.110833333333,0.133888888889,0.0933333333333
YCR011C,0.0716666666667,0.0666666666667,0.0379166666667,0.0393333333333,0.029,0.0224242424242,0.0238095238095,0.027,0.0556666666667,0.0544444444444,0.0675,0.0495833333333
YCR012W,0.228594771242,0.229184397163,0.130949227373,0.133569739953,0.13875308642,0.0950324254215,0.0950075414781,0.0960833333333,0.186062271062,0.186614583333,0.223252688172,0.1767
YCR014C,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
YCR015C,,,0.0366666666667,,,0.0233333333333,0.0275,0.0233333333333,,,,
YCR016W,0.148333333333,0.128333333333,0.0683333333333,0.0688888888889,0.0691666666667,0.0572222222222,0.0486666666667,0.0408333333333,0.1,0.106666666667,0.140833333333,0.10875
YCR017C,0.0494444444444,0.0645833333333,0.0219444444444,0.0296666666667,0.0261111111111,0.0143137254902,0.0142307692308,0.0166666666667,0.0416666666667,0.042,0.06125,0.0383333333333
YCR018C,0.0633333333333,0.07,0.0233333333333,0.0266666666667,0.035,0.02125,0.0204166666667,0.017,0.0488888888889,0.0525,0.06,0.0491666666667
YCR018C-A,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
YCR019W,,,0.0366666666667,0.04,0.025,0.0283333333333,,0.015,,0.0583333333333,,0.0583333333333
YCR020C,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
YCR020C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR020W-B,,,,,,0.0,,,,,,
YCR023C,,0.0416666666667,0.0133333333333,0.01,0.0177777777778,0.00777777777778,0.0129166666667,0.0111111111111,0.0333333333333,0.03,0.0383333333333,0.03
YCR024C,,,0.0383333333333,,0.0233333333333,0.0227777777778,0.0255555555556,0.0283333333333,0.0483333333333,,,0.055
YCR024C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR024C-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR026C,0.0766666666667,,0.0327777777778,0.035,0.0311111111111,0.0195833333333,0.0233333333333,0.0183333333333,0.0583333333333,0.0383333333333,0.0633333333333,0.0416666666667
YCR027C,,,,,0.0366666666667,,0.0375,0.0225,,0.0716666666667,,0.0516666666667
YCR028C,,,0.0266666666667,,0.0233333333333,0.0333333333333,0.02,0.0141666666667,,0.0416666666667,,
YCR028C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR030C,0.0833333333333,,0.0466666666667,0.0466666666667,0.0522222222222,0.0322222222222,0.027,0.0322222222222,0.065,0.0716666666667,0.111666666667,0.0641666666667
YCR031C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR032W,0.02,0.025,0.0116666666667,0.00666666666667,0.0125,0.00666666666667,0.00611111111111,0.00666666666667,0.0116666666667,0.0216666666667,0.0266666666667,0.015
YCR033W,0.0366666666667,,0.0172222222222,0.0133333333333,0.015,0.01125,0.00933333333333,0.0113333333333,0.0233333333333,0.0233333333333,0.0366666666667,0.0241666666667
YCR034W,0.12,0.112222222222,0.0581666666667,0.0578787878788,0.0604545454545,0.036,0.0373333333333,0.0417857142857,0.0907142857143,0.0835714285714,0.117222222222,0.0828571428571
YCR035C,0.0966666666667,0.108333333333,0.0525,0.0577777777778,0.0625,0.035,0.0363333333333,0.0452777777778,0.085,0.0833333333333,0.0916666666667,0.0766666666667
YCR036W,0.0983333333333,0.1,0.0516666666667,0.0555555555556,0.0505555555556,0.0308333333333,0.0253333333333,0.0308333333333,0.0783333333333,0.09,0.1,0.0783333333333
YCR037C,0.025,0.0366666666667,0.015,0.0116666666667,0.0158333333333,0.00833333333333,0.01125,0.01,0.025,0.025,0.0283333333333,0.0233333333333
YCR038C,,,0.0,,0.0,0.0,0.0,,,,,
YCR041W,,,,,,,,0.0,,,,
YCR042C,0.0833333333333,,0.0391666666667,,0.035,0.02,0.0183333333333,0.0225,0.0633333333333,0.055,0.08,0.0383333333333
YCR043C,0.106111111111,0.120833333333,0.0585416666667,0.0530952380952,0.0572222222222,0.0376984126984,0.037619047619,0.0362962962963,0.0802777777778,0.0844444444444,0.108888888889,0.0786666666667
YCR044C,0.055,0.065,0.0308333333333,0.0329166666667,0.035,0.0247619047619,0.0222222222222,0.0191666666667,0.0458333333333,0.0508333333333,0.0716666666667,0.0466666666667
YCR046C,0.0841666666667,0.0866666666667,0.042037037037,0.0397222222222,0.0396666666667,0.0256060606061,0.025,0.027962962963,0.0666666666667,0.0541666666667,0.0816666666667,0.0576666666667
YCR047C,0.14,0.11,0.0545833333333,0.0595238095238,0.06625,0.0374074074074,0.044375,0.043,0.08375,0.0875,0.103333333333,0.0829166666667
YCR048W,,0.0483333333333,0.0216666666667,0.0283333333333,0.0305555555556,0.0202777777778,0.0180952380952,0.0188095238095,0.0466666666667,0.0508333333333,0.0666666666667,0.0444444444444
YCR051W,0.123333333333,0.12625,0.0651851851852,0.0638095238095,0.0655,0.0407936507937,0.0409090909091,0.0460869565217,0.09625,0.0938888888889,0.123611111111,0.0874358974359
YCR052W,,0.09,0.0355555555556,0.0383333333333,0.0366666666667,0.0272222222222,0.0183333333333,0.024,0.05,0.0616666666667,0.0766666666667,0.06
YCR053W,0.1875,0.186666666667,0.0936111111111,0.0936111111111,0.099358974359,0.0676984126984,0.0661111111111,0.0683333333333,0.147222222222,0.144285714286,0.180666666667,0.134166666667
YCR054C,,,0.04,0.0416666666667,0.0483333333333,0.025,0.0266666666667,0.0266666666667,,0.0675,0.095,0.0533333333333
YCR057C,0.0808333333333,0.0766666666667,0.0342857142857,0.03625,0.038,0.0222222222222,0.0216666666667,0.0215151515152,0.0529166666667,0.0576666666667,0.0788888888889,0.05
YCR059C,0.0775,0.0716666666667,0.036,0.0291666666667,0.0333333333333,0.0231481481481,0.0166666666667,0.0190476190476,0.0516666666667,0.0411111111111,0.0816666666667,0.0416666666667
YCR060W,0.0983333333333,0.1025,0.0396666666667,0.0447916666667,0.0463888888889,0.0321212121212,0.0276388888889,0.02875,0.0725,0.0766666666667,0.085,0.0588888888889
YCR061W,,,0.0516666666667,,0.0616666666667,0.0329166666667,0.03,0.0341666666667,,,0.101666666667,0.0733333333333
YCR065W,,0.0716666666667,0.0333333333333,0.0295833333333,0.0258333333333,0.0205555555556,0.015,0.0241666666667,,0.0491666666667,0.07,0.0416666666667
YCR066W,,,,,0.0266666666667,0.015,0.0183333333333,0.025,,0.06,,
YCR067C,,,0.035,0.0475,0.0425,0.0233333333333,0.0272222222222,0.015,0.0666666666667,0.0633333333333,0.07,0.0458333333333
YCR069W,0.103333333333,0.105,0.0466666666667,0.0355555555556,0.0423333333333,0.0291666666667,0.025,0.03,0.065,0.0716666666667,0.0983333333333,0.0566666666667
YCR071C,,,0.04,0.05,0.0466666666667,0.0316666666667,0.0383333333333,0.0341666666667,,0.09,0.0983333333333,0.0766666666667
YCR072C,0.123333333333,0.113333333333,0.05625,0.0633333333333,0.0646666666667,0.0370833333333,0.0411666666667,0.0433333333333,0.0983333333333,0.100416666667,0.118333333333,0.0895833333333
YCR073C,,,0.0116666666667,0.01,0.00833333333333,0.0075,0.00388888888889,0.00833333333333,0.025,0.0233333333333,,0.0183333333333
YCR073W-A,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR075C,,,0.0283333333333,0.0216666666667,0.0333333333333,,0.025,0.0177777777778,,0.0333333333333,0.055,0.0516666666667
YCR075W-A,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
YCR076C,0.095,0.11,0.0505555555556,0.0483333333333,0.05,0.0355555555556,0.0275,0.0336111111111,0.0783333333333,0.0827777777778,0.108333333333,0.0777777777778
YCR077C,0.0883333333333,0.0716666666667,0.043,0.0436111111111,0.0529166666667,0.02625,0.0297619047619,0.026,0.0688888888889,0.0688888888889,0.0916666666667,0.0695833333333
YCR079W,,,0.00833333333333,0.00333333333333,,0.00166666666667,0.00666666666667,0.0116666666667,,0.0333333333333,,
YCR082W,0.0733333333333,0.095,0.0361111111111,0.0344444444444,0.0355555555556,0.0223333333333,0.0233333333333,0.0261111111111,0.0620833333333,0.0633333333333,0.085,0.0603333333333
YCR083W,0.101666666667,,0.0433333333333,0.0483333333333,0.0541666666667,0.04,0.0291666666667,0.0341666666667,0.0766666666667,0.0783333333333,0.11,0.0533333333333
YCR084C,0.09,0.101666666667,0.0394444444444,0.0338888888889,0.04,0.0266666666667,0.0269047619048,0.0272222222222,0.0575,0.0666666666667,0.075,0.0616666666667
YCR085W,,,,,,,,0.0,,,,
YCR086W,,,0.0616666666667,0.0641666666667,0.0566666666667,0.04125,0.045,0.0411111111111,,0.0841666666667,,0.1
YCR087C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR088W,0.183666666667,0.18,0.0941666666667,0.09375,0.1,0.0650925925926,0.0669047619048,0.0670634920635,0.137592592593,0.141388888889,0.176666666667,0.127857142857
YCR089W,0.0140833333333,0.0144444444444,0.005,0.00602564102564,0.00625,0.00357142857143,0.004,0.00353333333333,0.0101666666667,0.0116666666667,0.0171428571429,0.00916666666667
YCR090C,,,0.0458333333333,0.05,0.0483333333333,0.034,0.0372222222222,0.040625,0.0775,0.0766666666667,0.113333333333,0.0727777777778
YCR092C,,0.0616666666667,0.0233333333333,0.0316666666667,0.0316666666667,0.0183333333333,0.0211111111111,0.0166666666667,0.05,0.0466666666667,0.06,0.0383333333333
YCR093W,,,0.0255555555556,0.0266666666667,0.0216666666667,0.0166666666667,0.0216666666667,0.0133333333333,0.04,0.035,,
YCR094W,0.075,0.0883333333333,0.0411111111111,0.0488888888889,0.0408333333333,0.023125,0.0244444444444,0.0223333333333,0.0625,0.0691666666667,0.095,0.0611111111111
YCR095C,,,0.025,0.0266666666667,0.0266666666667,0.025,0.0183333333333,0.02,0.0483333333333,0.0483333333333,,0.0466666666667
YCR097W,,,0.0491666666667,0.0483333333333,0.06,0.03,0.0283333333333,0.03,0.0883333333333,0.0816666666667,0.095,0.0716666666667
YCR099C,,,,,,,0.0,0.0,,,,
YCR102C,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,
YCR104W,,,,,,,0.0,,,,,
YCR105W,,,,,,,,0.0,,,,
YCR106W,,,,,,,,0.01,,,,
YCR107W,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL001W,,0.105,0.0483333333333,0.04,0.05,0.0366666666667,0.0338888888889,0.0311111111111,,0.065,0.0916666666667,0.0716666666667
YDL002C,0.12,,0.04,0.055,0.0641666666667,0.0408333333333,0.0470833333333,0.0325,,0.0883333333333,0.101666666667,0.0883333333333
YDL003W,,0.109444444444,0.0516666666667,0.0533333333333,0.04,0.0325,0.0333333333333,,,0.085,,0.0733333333333
YDL004W,0.1475,0.165833333333,0.08375,0.0852083333333,0.0908333333333,0.0585294117647,0.0602380952381,0.0578787878788,0.124583333333,0.117222222222,0.151666666667,0.121
YDL005C,,0.0833333333333,0.0377777777778,0.0316666666667,0.0341666666667,0.0193333333333,0.0208333333333,0.0277777777778,0.0583333333333,0.0516666666667,0.0816666666667,0.0483333333333
YDL006W,0.13,0.0966666666667,0.0425,0.045,0.0405555555556,0.0379166666667,0.035,0.0266666666667,0.0833333333333,0.075,0.103333333333,0.0658333333333
YDL007W,0.139583333333,0.144444444444,0.0703703703704,0.0741666666667,0.0783333333333,0.0508974358974,0.0498245614035,0.0481578947368,0.117666666667,0.107857142857,0.141666666667,0.103703703704
YDL008W,,,0.0425,0.055,0.0516666666667,0.0358333333333,0.0275,0.0283333333333,0.075,0.065,0.0866666666667,0.065
YDL009C,,,,,,,,,0.0,,,
YDL010W,0.125,0.121666666667,0.0533333333333,0.0602083333333,0.0626666666667,0.0405555555556,0.0420833333333,0.0454166666667,0.0841666666667,0.0916666666667,0.133333333333,0.0894444444444
YDL012C,0.188333333333,0.195833333333,0.0993333333333,0.105833333333,0.104,0.0719696969697,0.0734444444444,0.0797222222222,0.155,0.147777777778,0.166111111111,0.142083333333
YDL013W,0.0633333333333,,0.0283333333333,0.0227777777778,0.03,0.0116666666667,0.0191666666667,0.0183333333333,0.0416666666667,0.0433333333333,0.0533333333333,0.045
YDL014W,0.246666666667,0.257037037037,0.146805555556,0.150066666667,0.153111111111,0.105833333333,0.10656462585,0.108918128655,0.200833333333,0.202777777778,0.2315,0.187222222222
YDL015C,0.142222222222,0.135,0.0627777777778,0.0681666666667,0.0680952380952,0.0473148148148,0.045,0.0457777777778,0.1,0.105666666667,0.127222222222,0.0955555555556
YDL016C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL017W,0.1,0.0916666666667,0.0466666666667,0.0391666666667,0.0416666666667,0.0333333333333,0.045,,0.0583333333333,,,0.055
YDL018C,,0.0983333333333,0.0494444444444,0.05,0.0573333333333,0.0316666666667,0.0366666666667,0.0316666666667,,,0.103333333333,0.0741666666667
YDL019C,,,0.025,0.0316666666667,0.0316666666667,0.0183333333333,0.0195833333333,0.0205555555556,0.0383333333333,0.0533333333333,0.07,0.0525
YDL020C,0.0783333333333,,0.035,0.0316666666667,0.04,0.02375,0.0297222222222,0.0253333333333,0.0466666666667,0.0583333333333,0.0666666666667,0.0458333333333
YDL021W,,,0.0583333333333,0.0583333333333,,0.0383333333333,0.03,0.0266666666667,0.0916666666667,,,
YDL022W,0.223333333333,0.236666666667,0.1275,0.121111111111,0.129166666667,0.087,0.083,0.08,0.1775,0.193333333333,0.224166666667,0.176666666667
YDL024C,,,,,,0.0,,,,,,
YDL025C,0.0733333333333,,,,,0.025,0.0225,0.0116666666667,,,,0.04
YDL025W-A,,,,,0.0,0.0,0.0,0.0,,,,
YDL026W,,,,,,0.0,0.0,0.0,,,,
YDL027C,,0.0516666666667,0.0133333333333,0.03,0.03,0.01,0.0116666666667,,0.0366666666667,,,
YDL028C,,,0.035,0.03,0.0208333333333,0.0175,0.0172222222222,0.0166666666667,,0.045,,0.0266666666667
YDL029W,0.0941666666667,0.0983333333333,0.0480952380952,0.0490476190476,0.0475,0.0288095238095,0.0314814814815,0.0306666666667,0.0741666666667,0.0766666666667,0.0883333333333,0.0675
YDL030W,,,0.0366666666667,,0.04,0.0283333333333,0.0258333333333,0.0295833333333,,0.065,0.0666666666667,
YDL031W,0.0883333333333,0.085,0.0466666666667,0.0441666666667,0.045,0.030625,0.0275,0.0338333333333,0.075,0.0641666666667,0.09,0.0691666666667
YDL033C,,,0.0183333333333,0.015,0.02,0.0125,0.0133333333333,0.00666666666667,,0.0333333333333,,
YDL035C,0.04,0.0483333333333,0.0176666666667,0.018,0.01625,0.00909090909091,0.0106666666667,0.0113333333333,0.0283333333333,0.0316666666667,0.04,0.0279166666667
YDL036C,,0.0533333333333,0.0283333333333,,0.0233333333333,,0.0175,0.0161111111111,,0.0383333333333,0.075,0.0383333333333
YDL039C,0.0,,0.0,,0.0,,,,0.0,,,
YDL040C,0.095,0.1,0.0375,0.04,0.0454761904762,0.0288888888889,0.0293333333333,0.0274074074074,0.0633333333333,0.0761111111111,0.09,0.0666666666667
YDL042C,,,0.0283333333333,0.0416666666667,0.0341666666667,0.0275,0.0283333333333,0.0316666666667,0.0483333333333,0.0583333333333,,
YDL043C,,,0.0833333333333,0.0683333333333,,0.0533333333333,,,,,,
YDL044C,,,,0.0416666666667,0.0516666666667,0.0233333333333,0.025,,,,,
YDL045C,0.1,0.101666666667,0.0488888888889,0.0491666666667,0.0525,0.0278571428571,0.0341666666667,0.0325,0.0566666666667,0.07,0.0983333333333,0.0708333333333
YDL045W-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL046W,0.148333333333,0.145,0.0822916666667,0.0835,0.0831666666667,0.0549074074074,0.0546376811594,0.0562962962963,0.114666666667,0.114259259259,0.155833333333,0.11
YDL047W,,,0.0433333333333,0.045,0.0533333333333,0.03375,0.0333333333333,0.02,0.0883333333333,0.08,,0.0716666666667
YDL048C,0.09,,,,,0.0191666666667,,0.025,,,,
YDL049C,,,0.0,,,,,0.0,,,,
YDL051W,0.128333333333,0.123888888889,0.0625,0.0652380952381,0.07125,0.0409803921569,0.0421875,0.0456944444444,0.0978571428571,0.0977272727273,0.126666666667,0.0918518518519
YDL052C,0.0883333333333,0.0966666666667,0.0479166666667,0.045,0.0466666666667,0.0256666666667,0.0309090909091,0.0318518518519,0.0805555555556,0.0683333333333,0.1,0.0708333333333
YDL053C,0.118333333333,0.135,0.0611111111111,0.0655555555556,0.0633333333333,0.04,0.0411111111111,0.0446666666667,0.11,0.101666666667,0.125,0.0866666666667
YDL054C,0.0766666666667,0.08,0.0391666666667,0.0377777777778,0.0366666666667,0.0283333333333,0.025,0.0266666666667,0.045,0.0583333333333,0.0766666666667,0.065
YDL055C,0.21,0.211,0.113229166667,0.117803030303,0.120283687943,0.0811585365854,0.0795767195767,0.0837005649718,0.163947368421,0.164027777778,0.205555555556,0.1595
YDL056W,0.0533333333333,0.0683333333333,0.0266666666667,0.0313333333333,0.0333333333333,0.0185714285714,0.0172222222222,0.0173333333333,0.0416666666667,0.04,0.0666666666667,0.045
YDL057W,,,0.0533333333333,,0.055,0.0333333333333,0.0308333333333,0.0275,,,,
YDL058W,0.0625,0.07,0.0295238095238,0.0321428571429,0.0329166666667,0.0185416666667,0.0172916666667,0.0186666666667,0.0491666666667,0.0516666666667,0.0625,0.043
YDL059C,0.07,,0.0283333333333,0.0383333333333,0.0266666666667,0.0233333333333,0.0283333333333,0.03,,,0.07,0.0433333333333
YDL060W,0.0933333333333,0.101666666667,0.0566666666667,0.05,0.06,0.03625,0.0269047619048,0.0311111111111,0.0741666666667,0.0694444444444,0.0766666666667,0.07
YDL061C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL062W,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
YDL063C,0.07,,0.0241666666667,0.0327777777778,0.0316666666667,0.0166666666667,0.0233333333333,0.0229166666667,,0.0666666666667,,0.0533333333333
YDL064W,0.12,0.115,0.0627777777778,0.0625,0.06,0.0432051282051,0.0381666666667,0.0419444444444,0.0825,0.0916666666667,0.1025,0.0833333333333
YDL065C,0.171666666667,0.151666666667,0.0738888888889,0.0823333333333,0.0920833333333,0.0597916666667,0.0540476190476,0.0577777777778,0.118333333333,0.125,0.158333333333,0.111666666667
YDL066W,0.123333333333,0.132333333333,0.0664705882353,0.0687962962963,0.0677777777778,0.0419298245614,0.0415432098765,0.0454838709677,0.0972619047619,0.10037037037,0.129814814815,0.0943939393939
YDL067C,0.205,0.204583333333,0.115166666667,0.123333333333,0.122272727273,0.0834259259259,0.0821527777778,0.0892592592593,0.163703703704,0.160833333333,0.195416666667,0.145416666667
YDL068W,,,0.0,,,0.0,0.0,0.0,,0.0,,
YDL069C,,,,,0.0183333333333,0.015,0.0158333333333,0.0133333333333,,,,
YDL070W,0.0566666666667,0.055,0.027,0.0258333333333,0.0283333333333,0.0197916666667,0.0217948717949,0.0193333333333,0.0473333333333,0.0436666666667,0.0683333333333,0.0495833333333
YDL072C,0.115833333333,0.115416666667,0.0534722222222,0.056,0.0548333333333,0.0352380952381,0.0392857142857,0.0348611111111,0.0833333333333,0.0902777777778,0.118333333333,0.0814285714286
YDL073W,0.0283333333333,0.0416666666667,0.0113333333333,0.0105555555556,0.0075,0.00861111111111,0.008125,0.00666666666667,0.0216666666667,0.0194444444444,0.0266666666667,0.02
YDL074C,0.0716666666667,0.0433333333333,0.0270833333333,0.0283333333333,0.0254166666667,0.0172619047619,0.0208333333333,0.0183333333333,0.045,0.0566666666667,0.0775,0.0327777777778
YDL075W,0.25325203252,0.251899224806,0.14746031746,0.149785353535,0.154009661836,0.106925734024,0.107014814815,0.109992657856,0.205422222222,0.204288389513,0.242727272727,0.19271043771
YDL076C,0.0866666666667,,0.0366666666667,0.045,0.0475,0.0236111111111,0.025,0.0277777777778,0.0466666666667,0.0608333333333,0.085,0.055
YDL077C,0.0533333333333,,0.0183333333333,0.025,0.0191666666667,0.0208333333333,0.02,0.0122222222222,,0.0316666666667,0.0416666666667,0.0383333333333
YDL078C,0.125,0.135833333333,0.0701851851852,0.0725,0.067,0.0461111111111,0.049,0.0516666666667,0.105,0.100416666667,0.128333333333,0.09375
YDL079C,,,,,0.0,,,,,,,
YDL080C,,0.0316666666667,0.015,0.0166666666667,0.0133333333333,0.0166666666667,0.0116666666667,0.005,,0.03,,0.015
YDL081C,0.235283687943,0.236993464052,0.135065359477,0.137817745803,0.142447552448,0.0974148418491,0.0980780141844,0.0996725146199,0.190976430976,0.189438405797,0.227711111111,0.18209039548
YDL082W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL083C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL084W,0.155833333333,0.158333333333,0.0829710144928,0.08325,0.0853968253968,0.0542962962963,0.0542045454545,0.056746031746,0.123039215686,0.117941176471,0.155666666667,0.113157894737
