,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300
YBL006C,0.0533333333333,0.0533333333333,0.0291666666667,0.0333333333333,0.035,0.0170833333333,0.0233333333333,0.017619047619,0.0538888888889,0.0488888888889,0.0708333333333,0.0483333333333
YBL007C,0.095,0.0941666666667,0.04,0.0473333333333,0.0419444444444,0.0222916666667,0.0311111111111,0.0295833333333,0.0683333333333,0.06375,0.0816666666667,0.0583333333333
YBL008W,,,0.0216666666667,0.03,0.0245833333333,0.0158333333333,0.0169047619048,0.022,,0.03,0.0466666666667,0.045
YBL008W-A,,,0.0,,,0.0,,,,,,
YBL009W,,0.09,0.0423333333333,0.0354166666667,0.0433333333333,0.0261111111111,0.0245238095238,0.022,0.0633333333333,0.065,0.0866666666667,0.0558333333333
YBL010C,,0.103333333333,0.0438888888889,0.06,0.0466666666667,0.03,0.0441666666667,0.0341666666667,,,,
YBL011W,0.055,0.0529166666667,0.0204166666667,0.0172222222222,0.0255555555556,0.0143137254902,0.0131578947368,0.0136666666667,0.0304761904762,0.0353333333333,0.0566666666667,0.0333333333333
YBL014C,,,0.00666666666667,0.00833333333333,0.01,0.00833333333333,0.00666666666667,0.00333333333333,0.01,0.0133333333333,,
YBL015W,,,0.0466666666667,0.0666666666667,0.0825,0.0391666666667,0.035,0.0433333333333,,0.0833333333333,0.123333333333,0.103333333333
YBL016W,0.1,0.103333333333,0.0308333333333,0.0433333333333,0.0383333333333,0.0283333333333,0.0327777777778,0.0233333333333,0.0683333333333,0.0683333333333,0.103333333333,0.0666666666667
YBL017C,0.0694444444444,0.0783333333333,0.0327272727273,0.0356666666667,0.0321428571429,0.0215384615385,0.0225641025641,0.0235714285714,0.0504166666667,0.0511111111111,0.0694444444444,0.0547222222222
YBL018C,0.1,0.115,0.06,0.0555555555556,0.0629166666667,0.0383333333333,0.0355555555556,0.0404166666667,0.0933333333333,0.0875,0.111666666667,0.0794444444444
YBL019W,,,0.0166666666667,0.0233333333333,0.0366666666667,0.0208333333333,0.0183333333333,0.02,,,,
YBL020W,0.0633333333333,0.05,0.0191666666667,0.0244444444444,0.0183333333333,0.0122222222222,0.0145833333333,0.0127777777778,0.0333333333333,0.0483333333333,0.055,0.04
YBL021C,0.126666666667,,0.0533333333333,0.0566666666667,0.0541666666667,0.04,0.0458333333333,0.0316666666667,0.105,0.0933333333333,0.111666666667,0.0766666666667
YBL022C,0.0725,0.0616666666667,0.0344444444444,0.0323333333333,0.0353333333333,0.0227777777778,0.0231666666667,0.02,0.068,0.055,0.0666666666667,0.0520833333333
YBL023C,0.126666666667,0.095,0.0472222222222,0.05,,0.0366666666667,,0.0275,,0.06,0.118333333333,0.0925
YBL024W,0.138333333333,0.134444444444,0.06375,0.0686111111111,0.0688888888889,0.0488888888889,0.0454444444444,0.0472549019608,0.109761904762,0.106388888889,0.146111111111,0.0991666666667
YBL026W,0.135833333333,0.15,0.0673333333333,0.0694444444444,0.0736666666667,0.049696969697,0.0489285714286,0.0509722222222,0.105333333333,0.0983333333333,0.127777777778,0.1
YBL027W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL028C,0.188333333333,0.205,0.111111111111,0.111666666667,0.116333333333,0.077,0.0777777777778,0.0808974358974,0.158333333333,0.150833333333,0.180555555556,0.140952380952
YBL029C-A,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
YBL029W,,,,,,0.035,0.03,0.0391666666667,,,,
YBL030C,0.213666666667,0.217333333333,0.125595238095,0.128,0.130416666667,0.0856,0.0894696969697,0.0894666666667,0.180714285714,0.176666666667,0.209722222222,0.173125
YBL031W,,0.0483333333333,0.0241666666667,0.0236666666667,0.0279166666667,0.0225,0.0191666666667,0.0163888888889,0.0375,0.04,0.0733333333333,0.035
YBL032W,0.11,0.133333333333,0.0525,0.0533333333333,0.0586111111111,0.0342857142857,0.0373333333333,0.0376923076923,0.0883333333333,0.095,0.121666666667,0.0838888888889
YBL033C,0.106666666667,0.106666666667,0.0494444444444,0.0516666666667,0.0533333333333,0.03375,0.0416666666667,0.0383333333333,0.0716666666667,0.111666666667,0.095,0.1
YBL034C,,,0.0316666666667,0.0208333333333,,0.0166666666667,0.015,,0.0366666666667,0.0483333333333,,
YBL035C,0.0833333333333,0.0733333333333,0.041,0.0411111111111,0.0541666666667,0.0238888888889,0.02,0.0358333333333,0.065,0.0616666666667,0.08,0.0558333333333
YBL036C,0.178333333333,0.178333333333,0.0948148148148,0.09375,0.0933333333333,0.0637878787879,0.0588888888889,0.0619444444444,0.131111111111,0.136666666667,0.167777777778,0.122666666667
YBL037W,,,0.04,0.0433333333333,0.0333333333333,0.0191666666667,0.0166666666667,0.02,0.035,,,0.05
YBL038W,,,0.06,0.0766666666667,0.0725,0.0516666666667,0.0416666666667,0.0388888888889,0.105,0.0783333333333,,0.0983333333333
YBL039C,0.144444444444,0.149444444444,0.0703703703704,0.0758333333333,0.0728333333333,0.0434722222222,0.0487037037037,0.050873015873,0.111428571429,0.108166666667,0.134583333333,0.105625
YBL039C-A,,,,,0.0,0.0,0.0,,,,,
YBL039W-B,,,0.0,0.0,,0.0,0.0,0.0,,,,
YBL040C,0.1325,0.124166666667,0.065,0.0671428571429,0.0713333333333,0.0435897435897,0.0466666666667,0.0468518518519,0.0966666666667,0.109444444444,0.125,0.0926666666667
YBL041W,0.142916666667,0.137777777778,0.0725,0.0738888888889,0.07875,0.0498333333333,0.050873015873,0.0490804597701,0.106111111111,0.104047619048,0.141,0.1055
YBL042C,0.085,0.095,0.0416666666667,0.04,0.0423333333333,0.0238888888889,0.0260416666667,0.0295833333333,0.0691666666667,0.0638888888889,0.0791666666667,0.05875
YBL043W,,,,,,0.0,,0.0,,,,
YBL045C,0.121666666667,0.143333333333,0.0673333333333,0.0766666666667,0.0833333333333,0.0490476190476,0.0516666666667,0.047380952381,0.108333333333,0.1025,0.1325,0.09625
YBL046W,,,0.05,0.05,0.055,0.0383333333333,0.025,0.0408333333333,,0.0883333333333,,0.065
YBL047C,0.106666666667,0.115,0.0409523809524,0.0491666666667,0.0543333333333,0.0276666666667,0.0263888888889,0.03125,0.0761111111111,0.0816666666667,0.113333333333,0.0716666666667
YBL048W,,,0.0,,,,,0.0,,,,
YBL049W,,,0.0,,,,,,,,,
YBL050W,0.155,0.149166666667,0.0704166666667,0.0729166666667,0.071,0.04875,0.0511904761905,0.0545833333333,0.111666666667,0.112222222222,0.13,0.0994444444444
YBL051C,0.0916666666667,0.085,0.0472222222222,0.0422222222222,0.0495833333333,0.0288888888889,0.0308333333333,0.0305555555556,0.0683333333333,0.0783333333333,0.0983333333333,0.0741666666667
YBL052C,0.0233333333333,,0.00833333333333,0.00722222222222,0.0111111111111,0.00666666666667,0.00416666666667,0.00333333333333,0.015,0.0125,0.0116666666667,0.0166666666667
YBL053W,,,,,,,0.0,,,,,
YBL054W,,,0.0383333333333,0.0494444444444,0.0475,0.0322222222222,0.03,0.0258333333333,0.0733333333333,0.065,0.0983333333333,0.07
YBL055C,0.0666666666667,0.0766666666667,0.0294444444444,0.0333333333333,0.0341666666667,0.0211111111111,0.0191666666667,0.02,0.0541666666667,0.0441666666667,0.065,0.0466666666667
YBL056W,0.0777777777778,0.0783333333333,0.0322916666667,0.0390740740741,0.0354545454545,0.0218253968254,0.0228787878788,0.0242156862745,0.0583333333333,0.0613888888889,0.0875,0.0519444444444
YBL057C,0.0891666666667,0.106666666667,0.0433333333333,0.0466666666667,0.045,0.0306666666667,0.0281481481481,0.0289583333333,0.0686666666667,0.0679166666667,0.0991666666667,0.0719444444444
YBL058W,0.118333333333,0.118333333333,0.0655555555556,0.0619444444444,0.065,0.0361111111111,0.0395833333333,0.0412121212121,0.0926666666667,0.085,0.118888888889,0.0876666666667
YBL059C-A,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL059W,,0.0683333333333,0.035,0.05,0.04,0.02,0.0233333333333,,0.045,0.065,,0.0533333333333
YBL060W,,0.075,0.035,0.0275,0.0266666666667,0.0216666666667,0.0227777777778,0.0175,0.0616666666667,0.0458333333333,0.0683333333333,0.04
YBL061C,0.0716666666667,0.0616666666667,0.0294444444444,0.0391666666667,0.0333333333333,0.0258333333333,0.0161111111111,0.0233333333333,0.06,0.0433333333333,0.0616666666667,0.0508333333333
YBL063W,,,0.0283333333333,0.0141666666667,0.02,0.01125,0.0125,0.00833333333333,0.0266666666667,0.03,0.0483333333333,0.0266666666667
YBL064C,0.13,,0.0583333333333,0.0641666666667,0.0716666666667,0.0445833333333,0.045,0.0488888888889,0.0916666666667,0.113333333333,0.13,0.0916666666667
YBL066C,,,,,,,,0.00833333333333,,,,
YBL067C,0.04,0.03,0.0177777777778,0.0211111111111,0.0166666666667,0.0116666666667,0.015,0.0126666666667,0.03,0.0216666666667,0.0483333333333,0.03
YBL068W,0.106666666667,0.101666666667,0.0520833333333,0.0533333333333,0.06,0.032619047619,0.0354166666667,0.0336666666667,0.08,0.0738888888889,0.1175,0.0708333333333
YBL068W-A,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
YBL069W,,,0.0583333333333,0.0683333333333,0.0716666666667,0.05,0.0425,0.035,,0.0816666666667,,0.09
YBL070C,,,,,,,0.0,,,,,
YBL071W-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL072C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL073W,,,,,,,,0.0,,,,
YBL075C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL076C,0.102857142857,0.108888888889,0.0476666666667,0.0500793650794,0.0503623188406,0.0319791666667,0.0314880952381,0.0326262626263,0.077,0.0739393939394,0.105555555556,0.0745833333333
YBL077W,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
YBL078C,,,0.0816666666667,,0.0933333333333,0.0533333333333,,0.0466666666667,0.128333333333,0.123333333333,,
YBL079W,0.0433333333333,0.05,0.02,0.02,0.0196666666667,0.0113333333333,0.0129166666667,0.0133333333333,0.04,0.0305555555556,0.0411111111111,0.0295833333333
YBL080C,,,0.025,0.0333333333333,0.0333333333333,,0.0183333333333,0.0166666666667,0.0383333333333,,,
YBL081W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL082C,0.065,0.0683333333333,0.0227777777778,0.0288888888889,0.0279166666667,0.0195833333333,0.0198333333333,0.017,0.0477777777778,0.0416666666667,0.0641666666667,0.0472222222222
YBL083C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL084C,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
YBL085W,0.055,0.07,0.0283333333333,0.0316666666667,0.0283333333333,0.0133333333333,0.0227777777778,0.01875,0.05,0.04,0.0783333333333,0.0566666666667
YBL086C,,,0.0483333333333,0.0483333333333,0.06,,,0.0283333333333,0.075,0.0766666666667,,0.075
YBL087C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL088C,,0.0166666666667,0.005,0.005,0.0025,0.00166666666667,0.00375,0.003,0.005,0.00833333333333,0.0166666666667,0.00916666666667
YBL089W,0.075,0.08,0.035,0.0355555555556,0.0266666666667,0.0241666666667,0.0272222222222,0.0225,0.0633333333333,0.055,,0.0491666666667
YBL090W,0.11,,0.06,0.0583333333333,0.0633333333333,0.0316666666667,0.0391666666667,0.04,0.09,0.085,0.101666666667,0.0708333333333
YBL091C,0.117222222222,0.135666666667,0.0629761904762,0.0670512820513,0.0678787878788,0.0441666666667,0.0468421052632,0.0405882352941,0.097,0.1,0.129722222222,0.0916666666667
YBL091C-A,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL092W,0.240992907801,0.239007936508,0.142371364653,0.146343283582,0.147878787879,0.102987421384,0.103797814208,0.105875190259,0.196962025316,0.194931972789,0.231918238994,0.185253968254
YBL093C,0.106666666667,0.110833333333,0.0522222222222,0.0522222222222,0.057,0.0345454545455,0.0266666666667,0.0343333333333,0.07625,0.0761111111111,0.106666666667,0.0672222222222
YBL094C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL095W,,,0.005,0.00916666666667,0.0125,0.00766666666667,0.0075,0.00766666666667,0.0172222222222,0.0216666666667,0.0333333333333,0.0266666666667
YBL096C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL097W,0.0859333333333,0.0873214285714,0.0388095238095,0.0371764705882,0.0422549019608,0.0254327808471,0.0254285714286,0.0261313868613,0.0623903508772,0.0613541666667,0.0850574712644,0.0589947089947
YBL098W,0.0883333333333,,0.0525,0.0533333333333,0.0583333333333,0.0408333333333,0.0283333333333,0.0283333333333,0.0783333333333,0.0733333333333,0.108333333333,0.07
YBL099W,0.173333333333,0.171111111111,0.0868518518519,0.0883333333333,0.08875,0.0632142857143,0.0621111111111,0.0651111111111,0.137666666667,0.138611111111,0.162222222222,0.122291666667
YBL100C,,,,,,,,0.0,,,,
YBL101C,0.0583333333333,,0.02,0.025,0.0341666666667,0.0154166666667,0.0127777777778,0.0172222222222,0.0516666666667,0.035,0.0516666666667,0.0333333333333
YBL102W,0.0716666666667,0.075,0.0375,0.0316666666667,0.0316666666667,0.0209523809524,0.0205555555556,0.0252777777778,0.0522222222222,0.0458333333333,0.0791666666667,0.055
YBL103C,,,0.0516666666667,,0.0516666666667,,0.035,0.0258333333333,,0.07,,0.0616666666667
YBL104C,,,0.0183333333333,0.0183333333333,0.02,0.00833333333333,0.0133333333333,0.0126666666667,0.0316666666667,0.0416666666667,0.0533333333333,0.03
YBL105C,,,0.0258333333333,0.0308333333333,0.0483333333333,0.0133333333333,0.0216666666667,0.0183333333333,0.0433333333333,0.0466666666667,0.0716666666667,0.0411111111111
YBL106C,,0.0266666666667,0.0175,0.0275,0.0177777777778,0.011,0.0111111111111,0.011,0.0341666666667,0.0391666666667,0.04,0.0341666666667
YBL107C,0.0683333333333,0.0808333333333,0.0377777777778,0.04,0.0355555555556,0.0216666666667,0.0259523809524,0.0242857142857,0.0627777777778,0.0533333333333,0.075,0.0527777777778
YBL107W-A,,,0.0,,0.0,,0.0,,,0.0,,
YBR001C,0.0566666666667,0.0683333333333,0.0316666666667,0.0341666666667,0.03,0.0208333333333,0.0144444444444,0.01625,0.04,0.0416666666667,0.0516666666667,0.0394444444444
YBR002C,0.09,0.08,0.0394444444444,0.0366666666667,0.0358333333333,0.0216666666667,0.0225,0.0266666666667,0.0683333333333,0.0683333333333,0.075,0.0533333333333
YBR003W,,0.0733333333333,0.0266666666667,0.0325,0.04,0.0216666666667,0.0166666666667,0.0233333333333,0.06,0.0433333333333,0.075,0.0308333333333
YBR004C,0.0783333333333,0.085,0.0283333333333,0.0391666666667,0.0408333333333,0.0275,0.0222222222222,0.0258333333333,0.0533333333333,0.0633333333333,0.0816666666667,0.055
YBR005W,0.0616666666667,,0.04,0.0275,0.0266666666667,0.0133333333333,0.02,0.0175,0.045,0.0433333333333,0.055,0.04
YBR006W,0.113333333333,0.128333333333,0.0716666666667,0.07,0.0583333333333,0.0391666666667,0.0433333333333,0.0325,,0.108333333333,0.121666666667,
