#name: S.cerevisiae, GPM, Oct,2012
#score: 19.6
#weight: 10%
#description: abundance based on Spectral counting, from <a href="http://www.thegpm.org/" target="_blank">GPM, Oct,2012</a><br/><b>Interaction consistency score</b>: 19.6&nbsp<b>Coverage</b>: 89%
#organ: WHOLE_ORGANISM
#integrated: false
#
#internal_id	string_external_id	abundance_ppm	raw_spectral_count
#
215925	4932.YNL192W	15.99438253029486	7
214459	4932.YKL170W	51.40703153108775	3
216861	4932.YPL095C	3.143829560311342	1
211679	4932.YDR029W	25.922314497171136	1
217016	4932.YPL243W	172.06214217373997	38
215813	4932.YNL088W	243.09881764575792	128
214899	4932.YLR185W	1001.2143663558115	23
216387	4932.YOR042W	146.09997342959966	24
210767	4932.YBL024W	274.3652589128501	85
212165	4932.YDR477W	282.29065693084226	76
211251	4932.YCL049C	36.54957444131471	4
215449	4932.YMR083W	762.5586009124869	144
211605	4932.YDL207W	42.681714541381446	9
213634	4932.YIL005W	58.99925649948639	19
217015	4932.YPL242C	2.6891017148776775	2
215720	4932.YMR325W	48.03478156258001	7
213287	4932.YGR282C	645.2482915908048	62
212498	4932.YER137C	271.94978422509666	6
213629	4932.YIL001W	0.14542613920494582	1
213869	4932.YIR041W	48.03478156258001	7
213933	4932.YJL062W-A	173.0715840418228	4
211677	4932.YDR027C	8.536992089252584	3
214931	4932.YLR217W	47.57494992960483	2
210771	4932.YBL028C	118.17980081090332	2
213286	4932.YGR281W	43.0399824755236	27
212722	4932.YGL010W	11.218125696801856	1
214668	4932.YLL045C	1024.9019141222864	157
213630	4932.YIL002C	6.070715069265331	3
212163	4932.YDR475C	28.65303606888122	10
217252	4932.YPR173C	71.02831327923012	17
214898	4932.YLR184W	197.0569497783892	4
215611	4932.YMR229C	239.22942074283253	160
211746	4932.YDR091C	301.1682149005828	67
216865	4932.YPL098C	162.575392383173	7
215828	4932.YNL101W	131.7905408140974	24
213961	4932.YJL088W	236.3600973081133	43
210770	4932.YBL027W	1269.3625637733899	96
216035	4932.YNL299W	51.30393503856399	9
212497	4932.YER136W	419.817903981898	78
217251	4932.YPR172W	100.29627571290493	7
213221	4932.YGR218W	220.5883730174354	97
215111	4932.YLR380W	108.1856451707247	19
213130	4932.YGR136W	166.49693553018218	9
213870	4932.YIR042C	7.499418627776926	1
212723	4932.YGL011C	373.24947378352874	53
216780	4932.YPL015C	11.919868320360477	2
213288	4932.YGR283C	12.590694681634716	2
212501	4932.YER138C	25.699069455305047	501
217014	4932.YPL241C	11.845371225495297	1
215178	4932.YLR440C	21.106455764221145	8
212164	4932.YDR476C	50.88891753579745	5
211678	4932.YDR028C	150.2874818551523	52
215610	4932.YMR228W	4.219963650507955	1
215448	4932.YMR082C	5.806534845737985	2
212942	4932.YGL224C	99.60054996676702	12
216864	4932.YPL097W	5.976116876831522	4
211602	4932.YDL204W	125.19739824662513	18
211603	4932.YDL205C	140.62658122617773	22
213132	4932.YGR138C	39.366276877191126	9
214669	4932.YLL046C	2.707807391181818	1
216386	4932.YOR041C	31.77888492721128	2
215923	4932.YNL190W	35.64011034717585	2
215810	4932.YNL085W	90.21379211511946	30
212223	4932.YDR530C	34.16316329875795	6
216781	4932.YPL016W	39.96180102365878	17
215827	4932.YNL100W	119.78607641038946	14
210769	4932.YBL026W	3136.0760058184214	109
210842	4932.YBL091C-A	13.117322529174727	1
211745	4932.YDR090C	20.42828916467175	1
211305	4932.YCR028C	22.296120625911403	3
213220	4932.YGR217W	5.518204200441412	5
217250	4932.YPR171W	15.33110862425967	3
216385	4932.YOR040W	32.796459157562744	5
213960	4932.YJL087C	57.91411573948962	22
215580	4932.YMR198W	11.822925853086241	3
214670	4932.YLL047W	15.568247618126971	1
211458	4932.YDL069C	25.66727437345461	3
212361	4932.YER025W	515.7038350877103	90
211795	4932.YDR137W	12.817726902629467	3
212946	4932.YGL227W	151.6086424667357	59
211304	4932.YCR027C	15.81706777351006	2
215830	4932.YNL103W	71.12751385409118	13
214896	4932.YLR182W	114.8109230382938	36
214897	4932.YLR183C	80.99363597425975	18
213439	4932.YHR061C	13.783384639324224	2
214561	4932.YKR047W	115.30815652987663	4
212330	4932.YEL077C	0.7421072265216782	8
215447	4932.YMR081C	52.22101779895043	5
211457	4932.YDL068W	21.19236012548628	1
216065	4932.YNL329C	6.18114338761937	6
210702	4932.YAL068C	5.894181921077309	2
211291	4932.YCR018C-A	4.149539382987984	1
214619	4932.YKR103W	2.8160946850101527	1
215807	4932.YNL082W	6.315681634243611	2
213438	4932.YHR060W	57.29610737016107	5
214562	4932.YKR048C	346.1952970039072	53
212362	4932.YER026C	42.37142628602033	5
216476	4932.YOR128C	202.60829891229213	49
215929	4932.YNL196C	35.158359522072686	4
210765	4932.YBL022C	202.06337953481955	84
212881	4932.YGL165C	49.53916256070913	2
215581	4932.YMR199W	18.089518623287184	4
211008	4932.YBR126W-A	167.64945670073513	9
214379	4932.YKL096W-A	370.42289138088233	5
211796	4932.YDR138W	148.8772689593215	47
210763	4932.YBL020W	3.0468071652982784	1
215829	4932.YNL102W	30.836021517234574	22
211303	4932.YCR026C	27.346881666746828	9
212232	4932.YDR539W	77.43371629535594	17
212945	4932.YGL226W	17.895084492362688	1
216475	4932.YOR127W	10.931160376530555	4
211574	4932.YDL177C	0.9178975419833657	1
215183	4932.YLR445W	105.32184807582793	7
213440	4932.YHR062C	57.353127718779454	7
212328	4932.YEL076C	7.813331667057314	5
214618	4932.YKR102W	198.47387954639808	32
215808	4932.YNL083W	109.14327789938893	18
214671	4932.YLL048C	120.54094183001075	93
212943	4932.YGL225W	61.49319873659961	7
216064	4932.YNL328C	24.43163229666552	2
215446	4932.YMR080C	80.26721093475417	36
211174	4932.YBR277C	17.472795798371358	1
215930	4932.YNL197C	48.32309487293783	8
212363	4932.YER027C	200.12122458687958	17
214563	4932.YKR049C	128.1175696449765	7
210764	4932.YBL021C	139.9214032738521	8
213521	4932.YHR132W-A	305.9639239315395	13
211797	4932.YDR139C	646.080405646792	15
215809	4932.YNL084C	199.13173113210416	32
214672	4932.YLL049W	60.863076641127954	2
211302	4932.YCR025C	10.839039772712605	1
214036	4932.YJL158C	417.50518185718425	24
211456	4932.YDL067C	114.63918651538337	4
215806	4932.YNL081C	64.21388872912327	2
212325	4932.YEL074W	37.24423181417659	1
214894	4932.YLR180W	696.5135576427072	140
211173	4932.YBR276C	110.52658886601346	41
214617	4932.YKR101W	153.71267537319397	40
212326	4932.YEL075C	0.9438228664233446	1
215926	4932.YNL193W	31.981356990638346	9
216474	4932.YOR126C	85.81357123367451	8
212948	4932.YGL229C	4.419089295861576	2
215927	4932.YNL194C	17.057789705818475	2
212364	4932.YER028C	143.14479239248428	16
214895	4932.YLR181C	57.229633702120644	9
211455	4932.YDL066W	676.5900612829096	116
211299	4932.YCR024C	9.403567481745343	2
215182	4932.YLR444C	78.54573696826918	2
215181	4932.YLR443W	26.225001630705282	4
212947	4932.YGL228W	189.16841437155148	35
213958	4932.YJL085W	27.286576521333206	8
214037	4932.YJL159W	224.6632539157098	54
212882	4932.YGL166W	425.5438328475386	21
212353	4932.YER019C-A	240.60682906121923	9
215832	4932.YNL104C	443.76415220083453	104
210700	4932.YAL067C	59.73704288994213	7
211172	4932.YBR275C	5.993483665701357	9
212365	4932.YER029C	450.5504540938222	22
211171	4932.YBR274W	130.83455935292503	31
216473	4932.YOR125C	45.66603003295345	4
212883	4932.YGL167C	104.92840490195378	42
210766	4932.YBL023C	29.9940634029853	14
211575	4932.YDL178W	141.32910871227338	32
215928	4932.YNL195C	8.795606556858543	1
215487	4932.YMR119W	3.644312485940378	1
211598	4932.YDL200C	30.690659475056403	2
212323	4932.YEL072W	41.84239352111234	3
212229	4932.YDR536W	22.528345310825884	3
212025	4932.YDR347W	76.64427914481911	10
214726	4932.YLR033W	70.2625289955363	14
211569	4932.YDL172C	52.556147178887144	3
214924	4932.YLR210W	17.075990991996925	3
213955	4932.YJL082W	32.81721119279574	9
211454	4932.YDL065C	171.75683980859037	29
215835	4932.YNL107W	28.3087675360752	4
211298	4932.YCR023C	4.909504836121601	2
211453	4932.YDL064W	343.57418147170176	13
216472	4932.YOR124C	69.84656598303732	42
216096	4932.YNR017W	310.2789837431724	26
212230	4932.YDR537C	21.87758119654879	2
212026	4932.YDR348C	91.86393594465405	14
213444	4932.YHR065C	138.50400246301004	28
215187	4932.YLR449W	198.09360250445542	20
212324	4932.YEL073C	1048.6700284704552	5
214727	4932.YLR034C	57.10952146291791	10
212238	4932.YDR545C-A	2.549764015518111	1
214925	4932.YLR211C	9.168640254016177	1
212322	4932.YEL071W	553.9954978709002	128
213114	4932.YGR121W-A	42.792622197975945	1
213125	4932.YGR131W	45.59539114505424	2
213956	4932.YJL083W	136.89596794480744	31
214926	4932.YLR212C	27.974980835214254	3
214725	4932.YLR032W	21.17948117703614	8
211671	4932.YDR021W	24.558668122500006	5
215805	4932.YNL080C	48.59324605606595	6
211297	4932.YCR022C	262.7339243680194	9
212877	4932.YGL161C	23.28481275587423	3
214559	4932.YKR045C	40.78066395744348	3
212027	4932.YDR349C	32.94121417056273	8
213455	4932.YHR072W-A	1495.3794267636558	21
216471	4932.YOR123C	137.40293231444554	24
212876	4932.YGL160W	18.409967741298676	4
211241	4932.YCL040W	686.9355532189786	152
211793	4932.YDR135C	107.72318416886455	77
216097	4932.YNR018W	124.81072246690631	7
212603	4932.YFL029C	6.158630670116225	1
213957	4932.YJL084C	24.36290912437432	8
215834	4932.YNL106C	48.54237270391657	29
213126	4932.YGR132C	353.05812574223455	33
211170	4932.YBR273C	75.25314665301931	12
214558	4932.YKR044W	45.46006278856064	6
211672	4932.YDR022C	9.144619046032815	1
214622	4932.YKR106W	24.667957639597066	7
212159	4932.YDR470C	6.780236235839923	2
215184	4932.YLR446W	26.776187752356073	3
214724	4932.YLR031W	42.57455878788773	5
211571	4932.YDL174C	185.6270046739373	49
212231	4932.YDR538W	8.96960137305091	3
212321	4932.YEL070W	134.241666845788	60
211452	4932.YDL063C	42.49400853573653	9
214560	4932.YKR046C	469.6777287105155	52
215185	4932.YLR447C	382.5201968495148	68
211296	4932.YCR021C	134.95967022284887	12
212880	4932.YGL164C	36.56350054751662	6
211002	4932.YBR121C-A	77.23517921826276	2
212024	4932.YDR346C	263.07886559135653	46
211451	4932.YDL062W	137.66658382345508	8
217249	4932.YPR170W-B	5793.214407058292	5
216098	4932.YNR019W	19.781138397403886	4
211168	4932.YBR271W	63.393913446360195	8
213954	4932.YJL081C	16.83507810182937	3
216470	4932.YOR122C	1286.0096224171418	45
211791	4932.YDR132C	5.654011859097234	1
213441	4932.YHR063C	204.24447537036664	41
211169	4932.YBR272C	25.015247415595738	5
211570	4932.YDL173W	128.34696360349187	13
210691	4932.YAL061W	13.628750199942434	1
211167	4932.YBR270C	61.98066580989843	12
211572	4932.YDL175C	16.364887124335045	2
210692	4932.YAL062W	121.69590172525712	60
214723	4932.YLR030W	36.742349713394724	3
214843	4932.YLR146W-A	14.710034633306185	1
211244	4932.YCL043C	666.4746637055619	169
212879	4932.YGL163C	59.40495702928969	19
213316	4932.YHL009W-B	2.9129222943640976	5
211293	4932.YCR020C	9.824839399940519	1
213315	4932.YHL009W-A	33.14945463632825	6
211243	4932.YCL042W	21.79026206346065	2
213124	4932.YGR130C	278.82928534682924	68
214245	4932.YJR135W-A	93.49636141072838	5
212878	4932.YGL162W	76.35691277127101	6
210693	4932.YAL063C	42.18960787515376	9
215932	4932.YNL199C	21.74501463241112	2
214847	4932.YLR149C-A	203.9650783199701	2
214611	4932.YKR095W-A	164.5444908581991	6
211792	4932.YDR133C	21.953299529069994	1
214620	4932.YKR104W	0.9039012237721805	1
215186	4932.YLR448W	919.6400228993544	82
215836	4932.YNL108C	147.73260880324705	13
211670	4932.YDR020C	16.43159565391106	2
216468	4932.YOR120W	277.66875338041444	43
213443	4932.YHR064C	677.4017013841589	148
215279	4932.YML062C	48.59081401142546	9
212612	4932.YFL036W	7.530821993890376	4
212367	4932.YER031C	588.0666051379628	55
213530	4932.YHR139C-A	81.89736140008351	2
210933	4932.YBR059C	39.03856910705054	21
212366	4932.YER030W	456.1451768312867	15
212036	4932.YDR357C	15.675048544866815	1
214360	4932.YKL079W	24.90942453242184	7
214002	4932.YJL127W-A	114.2879425675154	3
212720	4932.YGL008C	927.3469685466499	436
214030	4932.YJL153C	249.34222354721794	46
214156	4932.YJR048W	426.9829155522277	20
214359	4932.YKL078W	36.47402466087496	14
212035	4932.YDR356W	153.30794115233834	47
217087	4932.YPR024W	96.20770065863249	34
214029	4932.YJL152W	41.20979896734308	2
214265	4932.YJR153W	117.37800258523822	12
217088	4932.YPR025C	27.909671543362585	6
216056	4932.YNL320W	50.96073542983958	7
214157	4932.YJR049C	32.01591636183062	6
216943	4932.YPL173W	38.461463454973774	4
216172	4932.YOL013C	12.952876346218597	2
213610	4932.YHR211W	75.31762085444511	16
216695	4932.YOR332W	935.6231454760215	80
212613	4932.YFL037W	656.4200982237347	87
216187	4932.YOL025W	6.926418941214548	2
217089	4932.YPR026W	15.810318346466978	8
212152	4932.YDR464C-A	1189.303377296754	37
216696	4932.YOR333C	55.795772548450955	1
212614	4932.YFL038C	638.3648319775921	54
216942	4932.YPL172C	46.739614330829795	3
213964	4932.YJL091C	9.99468978611983	2
212721	4932.YGL009C	1010.1757980212676	246
214718	4932.YLR025W	144.77847632713056	14
215481	4932.YMR113W	25.265885573912943	5
216091	4932.YNR012W	11.959758450863845	3
216171	4932.YOL012C	232.7227597630027	11
214358	4932.YKL077W	62.50853449778643	9
214266	4932.YJR154W	23.211624456610814	3
210999	4932.YBR119W	25.814395324204902	3
216092	4932.YNR013C	69.7473981654586	17
216057	4932.YNL321W	45.3863917661483	13
214719	4932.YLR026C	91.746137977868	12
215482	4932.YMR114C	81.20300954725336	11
216058	4932.YNL322C	24.629587986920704	1
210930	4932.YBR057C	77.19173494643974	10
212369	4932.YER033C	6.28558404109532	2
214268	4932.YJR156C	1.4652749715618474	1
214716	4932.YLR023C	5.67814573146531	1
215479	4932.YMR111C	22.211808522912538	5
216176	4932.YOL015W	46.75888442009109	9
213609	4932.YHR210C	33.05039883231184	5
215281	4932.YML064C	295.13189215696406	36
215280	4932.YML063W	1130.7642497663494	174
213963	4932.YJL090C	3.4118455280004536	1
214028	4932.YJL151C	60.1128963880285	4
212615	4932.YFL039C	1700.044681974945	299
212034	4932.YDR355C	44.42331123129176	1
210988	4932.YBR109W-A	21.598296987722293	1
214267	4932.YJR155W	3.3561410659906588	2
210998	4932.YBR118W	2527.9649561911287	661
212368	4932.YER032W	2.968037823570438	1
216094	4932.YNR015W	28.01842546544713	5
212033	4932.YDR354W	47.66933473543694	9
210928	4932.YBR056W	153.23085665305783	30
216945	4932.YPL175W	4.134187015235012	1
217086	4932.YPR023C	116.33869970095432	24
216095	4932.YNR016C	438.0956441631518	417
210931	4932.YBR058C	71.84312687050746	24
216175	4932.YOL014W	76.7907525049296	2
214117	4932.YJR010C-A	62.601011812784435	4
214717	4932.YLR024C	1.064014421891653	2
216694	4932.YOR331C	70.96833462302473	5
211091	4932.YBR200W-A	116.07657162972018	3
216944	4932.YPL174C	47.22161930835056	15
215416	4932.YMR052C-A	43.71759778583476	2
216093	4932.YNR014W	176.98182828184247	11
212031	4932.YDR353W	551.7881069231937	88
215480	4932.YMR112C	82.83036369328889	4
214357	4932.YKL076C	39.107996519260254	2
216059	4932.YNL323W	78.46032039848951	14
216189	4932.YOL027C	236.97904208754673	45
214261	4932.YJR150C	44.775907557174634	2
216693	4932.YOR330C	5.162415740846431	2
210925	4932.YBR054W	212.16027820300803	27
216178	4932.YOL017W	3.100526110962033	1
210926	4932.YBR055C	182.49461306880264	71
213585	4932.YHR188C	65.04011262140276	15
214092	4932.YJL213W	62.21032228854707	9
211908	4932.YDR240C	36.655194962365876	6
212872	4932.YGL156W	59.41292530856726	34
214377	4932.YKL096C-B	26.65621312416869	1
217084	4932.YPR021C	10.370348039193361	5
216060	4932.YNL324W	51.99558136667716	3
215485	4932.YMR117C	34.42107648034849	3
214722	4932.YLR029C	1431.5058837703873	96
214356	4932.YKL075C	30.004583385130196	3
213843	4932.YIR020C-B	8.452635850961892	1
216190	4932.YOL028C	85.84322000984031	4
213584	4932.YHR187W	22.304298024607533	4
212608	4932.YFL033C	9.237853522247015	9
213622	4932.YHR215W	102.07007258342496	29
217083	4932.YPR020W	215.16049088990306	9
212030	4932.YDR352W	20.393702958979688	7
212370	4932.YER034W	126.67096449389899	7
214035	4932.YJL157C	135.75460124449094	51
211576	4932.YDL179W	0.4303739041490959	1
211351	4932.YCR075W-A	81.02165787611874	3
214553	4932.YKR039W	65.03838983532388	14
214093	4932.YJL214W	0.21962335351031728	1
216061	4932.YNL325C	855.1867192235119	294
212873	4932.YGL157W	215.27797587858382	40
214262	4932.YJR151C	2.984605179439364	1
214355	4932.YKL074C	31.33235229340023	6
215486	4932.YMR118C	26.628166254970658	2
217085	4932.YPR022C	3.2588834958791386	3
216191	4932.YOL029C	98.66016831343639	7
216177	4932.YOL016C	144.3288525469809	24
212029	4932.YDR351W	8.92614240372317	2
214033	4932.YJL156C	5.477831514913245	2
213620	4932.YHR214W	54.449165335133614	3
210689	4932.YAL059W	151.23195186949744	9
214354	4932.YKL073W	141.4142847799425	51
212535	4932.YER165C-A	55.317986616205815	3
213496	4932.YHR109W	50.96784502701146	14
216180	4932.YOL019W	12.133509906309568	3
216941	4932.YPL171C	102.67186322022934	30
217199	4932.YPR133W-A	239.92649691091512	7
211788	4932.YDR129C	319.9044764497482	85
212611	4932.YFL034W	7.788944993455408	4
212874	4932.YGL158W	83.5955927065454	18
216062	4932.YNL326C	9.66332269452671	1
210924	4932.YBR053C	61.64637651853647	13
216940	4932.YPL170W	147.5875650549975	11
214089	4932.YJL210W	16.11496318165691	3
211787	4932.YDR128W	1.8624826308403004	1
213586	4932.YHR189W	7.594417422875255	1
214720	4932.YLR027C	565.9658023438087	97
210687	4932.YAL058W	18.888070504540206	4
213495	4932.YHR108W	193.59557242409613	34
211175	4932.YBR278W	76.9623264126419	2
213613	4932.YHR213W	29.624846543455302	1
214090	4932.YJL211C	2.647579838419423	1
214032	4932.YJL155C	30.21312764160609	6
214353	4932.YKL072W	52.38343007655587	9
212372	4932.YER036C	369.5332259909399	82
215277	4932.YML060W	7.309447880475444	1
212875	4932.YGL159W	12.562990699556515	2
212028	4932.YDR350C	3.053350855715662	1
216090	4932.YNR011C	8.207610079990047	3
215278	4932.YML061C	12.366964605917977	8
214721	4932.YLR028C	263.94445210395486	86
216179	4932.YOL018C	46.55929412454034	10
215484	4932.YMR116C	1259.1577305875253	180
214264	4932.YJR152W	34.872879461144365	7
214091	4932.YJL212C	3.0079549656796374	1
211176	4932.YBR279W	343.3556605894816	53
216089	4932.YNR010W	19.230415627022563	2
216063	4932.YNL327W	29.93116235413094	7
214352	4932.YKL071W	6.360994923804178	1
212371	4932.YER035W	10.790289752846075	1
211786	4932.YDR127W	226.3475145219452	154
215483	4932.YMR115W	64.16437834662517	11
214031	4932.YJL154C	35.93540176967771	19
213639	4932.YIL009W	19.544320624379093	9
215718	4932.YMR323W	16.407619254323237	14
213628	4932.YHR219W	1.9160584472362012	7
213493	4932.YHR106W	172.23151971920743	33
212507	4932.YER143W	43.31974879472119	10
215109	4932.YLR378C	204.41141466345158	29
213494	4932.YHR107C	332.8996562370111	58
213580	4932.YHR183W	721.6557822015624	194
212158	4932.YDR469W	56.59657632317198	5
215948	4932.YNL215W	79.90955757277878	7
215608	4932.YMR226C	743.9342684496919	78
210921	4932.YBR050C	89.88380666802986	7
214351	4932.YKL070W	35.17500583962682	2
214148	4932.YJR040W	9.498002941867737	3
212508	4932.YER144C	34.77270212406501	13
213297	4932.YGR292W	30.01481083227891	15
217020	4932.YPL247C	98.18955326067507	16
214149	4932.YJR041C	39.18316537314248	21
214096	4932.YJL217W	231.70415720599158	21
211830	4932.YDR170W-A	30.33187255984213	64
216779	4932.YPL014W	19.230208669486416	2
213492	4932.YHR105W	110.79728536051857	7
212799	4932.YGL084C	19.512001129253147	6
211910	4932.YDR242W	10.986948923754369	3
216630	4932.YOR273C	27.5101335914123	7
211005	4932.YBR124W	40.64495614861347	1
217257	4932.YPR178W	72.60292160857327	14
212711	4932.YGL001C	223.7681033481717	26
216778	4932.YPL013C	240.83320466333953	10
213625	4932.YHR218W	1.7569313617665558	6
215949	4932.YNL216W	92.07886085414061	31
213637	4932.YIL008W	39.146939836116225	2
213581	4932.YHR184W	83.029047940559	16
215609	4932.YMR227C	13.580181371434744	2
213059	4932.YGR069W	19.106069820157778	1
217258	4932.YPR179C	17.847453466220262	6
211006	4932.YBR125C	15.531662368894784	4
217021	4932.YPL248C	44.283917878501086	12
213751	4932.YIL109C	252.39935081669952	87
210923	4932.YBR052C	204.1315524084612	19
214097	4932.YJL218W	36.662400489359094	3
216629	4932.YOR272W	406.0348846618207	72
214853	4932.YLR154C-G	89.10443909654266	1
210992	4932.YBR112C	219.22470395568237	64
