ORF	rpf	mRNA	reliable
YMR221C	27.8631	52.8076	1
YMR222C	46.8051	29.417	1
YMR223W	22.2473	51.1275	1
YMR224C	5.0531	12.7998	1
YMR225C	91.3114	85.8313	1
YMR226C	234.5825	240.2779	1
YMR227C	20.3283	33.849	1
YMR228W	17.0485	89.2267	1
YMR229C	192.8436	81.4284	1
YMR230WA	0	105.9035	0
YMR231W	16.4043	24.354	1
YMR232W	0	5.115	0
YMR233W	27.1696	108.7867	1
YMR234W	13.9555	40.8565	1
YMR235C	182.4738	286.5244	1
YMR236W	100.9277	243.6094	1
YMR237W	41.8625	41.7657	1
YMR238W	40.3702	71.8892	1
YMR239C	21.6656	141.66	1
YMR240C	12.5628	103.1109	1
YMR241W	196.3893	455.5312	1
YMR242WA	0	4.3538	0
YMR243C	105.3397	405.9629	1
YMR244CA	35.7738	58.7552	1
YMR244W	0.5781	5.2408	0
YMR246W	189.0953	144.519	1
YMR247C	18.021	22.7127	1
YMR250W	6.6776	35.3892	1
YMR251W	1.6824	2.3604	0
YMR251WA	1061.5232	1463.5336	1
YMR252C	12.1584	51.1754	1
YMR253C	12.897	33.245	1
YMR255W	61.2401	130.2303	1
YMR256C	324.3266	178.6219	1
YMR257C	2.229	11.9081	1
YMR258C	12.0193	78.7131	1
YMR259C	13.778	24.8404	1
YMR260C	1202.4613	1031.147	1
YMR261C	35.2868	20.4257	1
YMR262W	6.1157	68.3135	1
YMR263W	45.7817	179.1916	1
YMR264W	58.7667	296.8216	1
YMR265C	5.1992	62.1885	1
YMR266W	45.0674	75.1723	1
YMR267W	32.6371	101.743	1
YMR268C	13.4168	35.8005	1
YMR269W	51.7083	61.212	1
YMR270C	11.0591	145.471	1
YMR271C	0.6011	44.9592	1
YMR272C	75.0257	43.6204	1
YMR274C	13.0223	33.0978	1
YMR275C	12.5835	14.2028	1
YMR276W	281.3976	106.7291	1
YMR277W	19.2042	36.3967	1
YMR278W	25.5667	37.6783	1
YMR279C	0	1.9719	0
YMR280C	0.4791	1.3494	0
YMR281W	19.1122	32.1048	1
YMR282C	10.398	68.0584	1
YMR283C	8.146	31.5197	1
YMR284W	8.6528	36.7149	1
YMR285C	24.8755	56.8517	1
YMR286W	121.5171	172.8592	1
YMR287C	4.8148	20.2886	1
YMR288W	12.5775	25.7376	1
YMR289W	22.5031	84.4097	1
YMR290C	227.6196	138.61	1
YMR291W	26.1973	22.2652	1
YMR292W	75.7737	164.2239	1
YMR293C	3.985	43.1512	1
YMR294W	11.1899	71.0934	1
YMR295C	226.2522	289.6566	1
YMR296C	54.8931	48.0703	1
YMR297W	144.6271	191.6416	1
YMR298W	178.0912	112.2409	1
YMR299C	7.8881	97.2633	1
YMR300C	107.459	184.486	1
YMR301C	17.7867	27.3143	1
YMR302C	10.6523	33.9406	1
YMR304W	19.5306	12.3036	1
YMR305C	283.4192	151.0592	1
YMR306W	0.0385	3.2133	0
YMR307W	1008.5021	413.4054	1
YMR308C	74.9886	108.3996	1
YMR309C	140.9775	133.2419	1
YMR310C	24.1558	38.1273	1
YMR311C	126.0363	153.6777	1
YMR312W	31.0281	34.9992	1
YMR313C	12.2794	26.3435	1
YMR314W	198.3128	354.656	1
YMR315W	101.7215	57.4928	1
YMR316W	14.2479	131.2747	1
YMR318C	259.9667	332.4347	1
YMR319C	29.7922	331.3367	1
YNL001W	62.9376	189.4242	1
YNL002C	252.0535	504.4982	1
YNL003C	16.3602	103.0576	1
YNL004W	48.4876	168.0332	1
YNL005C	40.5735	129.5147	1
YNL006W	21.2052	134.0997	1
YNL007C	470.2852	160.6337	1
YNL008C	12.5024	51.5613	1
YNL009W	2.4449	15.5152	0
YNL010W	545.7725	731.7668	1
YNL011C	10.1783	91.2238	1
YNL012W	1.5363	7.0346	0
YNL015W	177.5001	87.0752	1
YNL016W	401.0368	96.4658	1
YNL020C	8.3807	16.9068	1
YNL021W	17.8702	32.3569	1
YNL022C	25.721	127.6316	1
YNL023C	9.8117	33.563	1
YNL024C	2.4976	89.4894	1
YNL024CA	208.9859	387.859	1
YNL025C	6.139	23.8518	1
YNL026W	19.246	123.9851	1
YNL027W	24.977	31.2343	1
YNL029C	4.3311	59.5337	1
YNL032W	27.4754	170.2793	1
YNL035C	32.1947	86.8078	1
YNL036W	133.0338	259.6354	1
YNL037C	153.9276	90.2613	1
YNL038W	27.2669	233.6023	1
YNL039W	24.1148	48.191	1
YNL040W	23.1266	86.4981	1
YNL041C	18.4767	42.0081	1
YNL042W	7.9502	21.3199	1
YNL044W	167.2762	187.8047	1
YNL045W	49.6565	37.117	1
YNL046W	11.8726	144.9192	1
YNL047C	7.5243	24.6662	1
YNL048W	18.8807	100.0758	1
YNL049C	23.2577	32.1745	1
YNL050C	47.9203	102.6525	1
YNL051W	19.7016	105.9104	1
YNL052W	202.6321	138.1193	1
YNL053W	11.486	34.1498	1
YNL054W	13.2549	10.0137	1
YNL055C	784.911	211.2951	1
YNL056W	39.0925	167.6782	1
YNL059C	21.8903	45.6128	1
YNL061W	122.8915	70.241	1
YNL062C	55.4513	138.3401	1
YNL063W	5.6609	44.4111	1
YNL064C	947.7573	312.6015	1
YNL065W	9.4731	100.5341	1
YNL066W	225.5833	114.4643	1
YNL067WB	0	8.4031	0
YNL068C	16.0748	22.493	1
YNL069C	4399.6043	2544.1579	1
YNL070W	520.4829	281.4648	1
YNL071W	312.3357	130.2948	1
YNL072W	24.2704	16.0045	1
YNL073W	8.3284	46.3413	1
YNL074C	37.7227	19.1297	1
YNL075W	98.7341	259.0961	1
YNL076W	13.2607	44.4545	1
YNL077W	7.526	11.9735	1
YNL078W	26.2359	52.7636	1
YNL079C	721.997	880.2698	1
YNL080C	14.02	31.9565	1
YNL081C	89.316	106.1355	1
YNL082W	12.651	26.2553	1
YNL083W	5.2804	37.9786	1
YNL084C	112.1093	210.5532	1
YNL085W	71.7316	74.2495	1
YNL086W	24.5303	37.9939	0
YNL087W	40.8995	82.0559	1
YNL088W	37.6896	40.7177	1
YNL090W	63.1692	213.0271	1
YNL091W	20.3696	27.0436	1
YNL092W	2.0533	5.9833	0
YNL093W	0.9302	1.807	0
YNL094W	3.9696	32.8874	1
YNL095C	9.8235	21.8838	1
YNL097C	17.4067	96.0103	1
YNL097CB	0	32.0437	0
YNL099C	46.7434	115.3171	1
YNL100W	37.6211	171.3793	1
YNL101W	10.5786	48.5737	1
YNL102W	25.7208	15.2169	1
YNL103W	17.4458	45.6833	1
YNL104C	196.1102	112.183	1
YNL106C	4.7573	10.4814	1
YNL107W	34.1129	111.1325	1
YNL108C	76.656	73.4744	1
YNL110C	273.7791	377.9588	1
YNL111C	259.2872	236.4868	1
YNL112W	307.1222	359.3569	1
YNL113W	256.4182	229.0826	1
YNL115C	16.0734	31.018	1
YNL116W	22.5743	29.1932	1
YNL117W	0.2474	1.682	0
YNL118C	47.1083	82.239	1
YNL119W	19.4516	134.415	1
YNL121C	151.6408	86.4325	1
YNL122C	87.1877	88.1201	1
YNL123W	54.9878	64.9082	1
YNL124W	23.1108	43.6787	1
YNL125C	6.9272	30.4763	1
YNL126W	8.3513	29.218	1
YNL127W	8.4951	17.1323	1
YNL128W	1.1043	8.5809	0
YNL129W	42.0906	123.7549	1
YNL130C	59.6438	144.059	1
YNL130CA	0	1.3441	0
YNL131W	583.2275	265.4378	1
YNL132W	71.5449	35.9141	1
YNL133C	22.0353	27.9006	1
YNL134C	44.4039	64.6954	1
YNL135C	1053.5146	812.6352	1
YNL136W	11.4369	64.4629	1
YNL137C	41.7166	48.7336	1
YNL138W	275.2199	49.7203	1
YNL138WA	30.7997	83.1008	1
YNL139C	16.3797	17.9561	1
YNL141W	97.5742	238.5661	1
YNL142W	1.9218	18.5339	1
YNL144C	1.112	6.2107	0
YNL145W	1486.6257	974.4376	1
YNL146CA	2.0933	69.1298	0
YNL146W	5.4082	13.7893	0
YNL147W	244.1852	199.0629	1
YNL148C	13.71	52.4835	1
YNL149C	239.8502	621.2551	1
YNL151C	88.6767	143.4673	1
YNL152W	15.0624	26.8223	1
YNL153C	185.6735	433.7546	1
YNL154C	98.8894	121.529	1
YNL155W	72.5519	200.273	1
YNL156C	35.2027	195.8324	1
YNL158W	33.7334	90.942	1
YNL159C	20.0985	63.8485	1
YNL160W	22.2226	35.0994	1
YNL161W	26.3063	40.9709	1
YNL162WA	33.587	131.4008	1
YNL163C	22.7517	60.232	1
YNL164C	16.3702	157.3033	1
YNL165W	6.4065	23.2533	1
YNL166C	68.78	111.0483	1
YNL167C	17.8003	16.2606	1
YNL168C	66.4439	81.9532	1
YNL169C	22.4682	48.0389	1
YNL172W	3.0247	10.9122	1
YNL173C	41.686	56.2871	1
YNL175C	185.8061	223.5337	1
YNL176C	10.1315	21.985	1
YNL177C	57.52	183.512	1
YNL178W	6451.8049	8146.5537	1
YNL180C	45.2454	50.5699	1
YNL181W	38.8493	94.5824	1
YNL182C	38.6446	184.9227	1
YNL183C	12.7619	22.9365	1
YNL185C	63.7071	63.5522	1
YNL186W	38.882	86.9728	1
YNL187W	0.9581	19.3572	0
YNL188W	8.8547	80.4778	1
YNL189W	202.9002	158.5239	1
YNL191W	18.5875	43.1815	1
YNL192W	26.274	76.2664	1
YNL193W	12.8944	20.3971	1
YNL194C	0	0.6617	0
YNL195C	2.6166	6.8621	0
YNL196C	0	4.0099	0
YNL197C	31.737	23.9763	1
YNL199C	23.9931	103.5637	1
YNL200C	11.3777	49.8661	1
YNL201C	17.6686	35.0225	1
YNL202W	0.7021	6.1378	0
YNL204C	0	7.7454	0
YNL206C	26.4883	134.3437	1
YNL207W	52.1911	190.4158	1
YNL208W	378.8087	291.7599	1
YNL210W	0	1.4744	0
YNL211C	25.0874	92.9023	1
YNL212W	34.7299	47.4488	1
YNL213C	11.7912	46.1216	1
YNL214W	13.0151	50.5673	1
YNL215W	42.0921	72.6379	1
YNL216W	56.3158	74.5183	1
YNL217W	33.98	212.4972	1
YNL218W	10.8581	30.1657	1
YNL219C	40.6201	64.5191	1
YNL220W	332.8402	806.7746	1
YNL221C	18.11	47.0604	1
YNL222W	54.9391	138.2302	1
YNL223W	4.4371	26.5325	1
YNL224C	17.6144	52.6303	1
YNL225C	12.9752	70.9205	1
YNL227C	14.8687	32.0437	1
YNL229C	64.3489	136.4559	1
YNL230C	4.3332	18.0632	0
YNL231C	154.7377	231.3172	1
YNL232W	66.2326	233.9171	1
YNL233W	15.3044	23.0826	1
YNL234W	5.9462	11.0829	0
YNL236W	13.032	21.69	1
YNL237W	1.3428	3.7678	0
YNL238W	23.5089	41.8224	1
YNL239W	80.3933	46.8818	1
YNL240C	11.2998	41.4638	1
YNL241C	106.756	33.2032	1
YNL242W	4.1833	3.4768	1
YNL243W	63.5076	56.7291	1
YNL244C	961.9972	1028.1493	1
YNL245C	23.586	31.0386	1
YNL246W	49.5591	120.2153	1
YNL247W	153.4332	124.7147	1
YNL248C	202.2282	231.9963	1
YNL249C	2.9076	53.7827	1
YNL250W	3.8716	7.7243	1
YNL251C	59.83	43.8748	1
YNL252C	45.9544	59.0428	1
YNL253W	13.7891	67.5981	1
YNL254C	10.9238	39.4578	1
YNL255C	825.6368	943.5276	1
YNL256W	19.5615	94.0321	1
YNL257C	6.3666	24.573	1
YNL258C	19.0998	83.3956	1
YNL259C	158.3222	312.0325	1
YNL260C	39.9294	110.334	1
YNL261W	13.0118	85.1369	1
YNL262W	10.7251	9.3066	1
YNL263C	82.7361	94.1093	1
YNL264C	41.6283	40.0546	1
YNL265C	35.6141	79.1989	1
YNL267W	13.2609	34.0771	1
YNL268W	78.1895	104.2771	1
YNL269W	0	1.0064	0
YNL271C	11.533	10.3825	1
YNL272C	16.1733	34.666	1
YNL273W	6.0986	9.9086	1
YNL274C	11.9217	25.0579	1
YNL275W	4.5211	45.3012	1
YNL277W	8.8789	23.1347	1
YNL278W	8.4158	5.785	1
YNL279W	1.0372	7.2533	0
YNL280C	63.4662	103.2492	1
YNL281W	321.2785	612.4729	1
YNL282W	20.9682	122.5399	1
YNL283C	17.1596	38.2291	1
YNL284C	44.8048	144.5843	1
YNL286W	21.8175	77.3147	1
YNL287W	132.3706	84.6706	1
YNL288W	33.3862	62.0062	1
YNL289W	76.6467	105.845	1
YNL290W	44.8582	118.4053	1
YNL291C	11.0033	60.1183	1
YNL292W	47.3856	54.275	1
YNL293W	9.2048	56.3794	1
YNL294C	5.3989	103.7574	1
YNL295W	10.7212	33.019	1
YNL297C	11.4991	22.5832	1
YNL298W	12.3012	17.1708	1
YNL299W	14.9488	53.9316	1
YNL300W	265.1923	59.8887	1
YNL304W	10.178	34.7608	1
YNL305C	22.3216	91.8663	1
YNL306W	83.6063	243.6248	1
YNL307C	107.6552	104.3901	1
YNL308C	118.9808	104.98	1
YNL309W	14.9954	17.5734	1
YNL310C	59.4695	38.7625	1
YNL311C	6.4714	41.5562	1
YNL312W	80.4257	124.8907	1
YNL313C	30.1274	57.7158	1
YNL314W	8.5688	35.3729	1
YNL315C	35.9054	108.8032	1
YNL316C	14.128	46.9359	1
YNL317W	15.464	25.7494	1
YNL320W	20.6909	47.9066	1
YNL321W	10.5776	8.6597	1
YNL322C	91.9542	79.5576	1
YNL323W	55.0604	73.7172	1
YNL325C	5.6971	30.3214	1
YNL326C	11.1948	63.0672	1
YNL327W	139.2817	153.15	1
YNL328C	10.2395	15.8229	0
YNL329C	4.1304	27.76	1
YNL330C	31.3075	143.2935	1
YNR001C	79.0717	140.4133	1
YNR002C	0.7269	1.412	0
YNR003C	59.7425	162.5647	1
YNR004W	15.8247	38.8792	0
YNR006W	26.228	21.9433	1
YNR007C	17.8622	37.9126	1
YNR008W	27.381	30.0208	1
YNR009W	32.628	35.6869	1
YNR010W	45.1604	36.3327	1
YNR011C	12.3728	21.1454	1
YNR012W	24.201	77.0281	1
YNR013C	34.2238	28.9192	1
YNR014W	4.825	5.3115	0
YNR015W	22.276	65.0844	1
YNR016C	228.3004	55.5949	1
YNR017W	114.0021	114.9107	1
YNR018W	137.9656	101.4677	1
YNR019W	31.6061	14.9349	1
YNR020C	16.9503	68.5597	1
YNR021W	168.4058	179.3735	1
YNR022C	85.0155	117.696	1
YNR023W	16.2238	43.512	1
YNR024W	44.68	146.2029	1
YNR026C	36.9334	39.5462	1
YNR027W	10.3525	60.9618	1
YNR028W	48.1621	88.1719	1
YNR029C	28.5662	90.8359	1
YNR030W	34.323	39.2574	1
YNR031C	7.2178	21.2859	1
YNR032CA	117.8211	175.2389	1
YNR032W	11.1553	91.7391	1
YNR033W	16.122	41.9845	1
YNR034W	24.2824	22.1376	1
YNR034WA	7.5855	16.0754	0
YNR035C	113.5928	245.7278	1
YNR036C	103.0935	259.4053	1
YNR037C	77.1347	133.2752	1
YNR038W	45.7709	41.9176	1
YNR039C	10.3094	27.9502	1
YNR040W	14.137	62.9578	1
YNR041C	25.7504	91.2931	1
YNR043W	179.5711	80.5793	1
YNR044W	29.0364	12.7697	1
YNR045W	3.3617	17.6872	1
YNR046W	150.8685	115.2791	1
YNR047W	13.7509	7.0886	1
YNR048W	8.7072	44.148	1
YNR049C	24.6775	94.6172	1
YNR050C	136.1786	157.6237	1
YNR051C	50.4161	81.6597	1
YNR052C	45.222	86.4676	1
YNR053C	115.3733	469.7539	1
YNR054C	63.3922	57.371	1
YNR055C	22.6888	93.6046	1
YNR056C	0	2.1356	0
YNR057C	2.5917	22.6566	0
YNR058W	0.4281	25.2247	1
YNR059W	2.0087	52.2202	1
YNR060W	2.575	8.8928	0
YNR061C	99.6674	272.2745	1
YNR062C	0.4182	4.4686	0
YNR063W	5.7588	3.1807	0
YNR064C	0.4713	2.06	0
YNR066C	2.5126	13.1177	0
YNR067C	59.1651	54.4246	1
YNR068C	0	14.6363	0
YNR069C	0.1401	11.7007	0
YNR070W	0.206	2.5509	0
YNR071C	0.2	2.9138	0
YNR074C	16.6543	94.422	1
YNR075W	6.5863	9.9515	0
YOL001W	3.9651	38.0609	1
YOL002C	39.2532	388.1861	1
YOL003C	13.3958	52.2222	1
YOL004W	45.5462	18.9289	1
YOL005C	226.5233	92.1805	1
YOL006C	43.3421	73.5432	1
YOL007C	62.9793	43.6393	1
YOL008W	33.596	28.7932	1
YOL009C	10.0825	35.0111	1
YOL010W	40.268	197.3758	1
YOL011W	9.4948	36.5015	1
YOL012C	198.0814	99.8905	1
YOL013C	11.0679	42.0356	1
YOL014W	6.0161	159.8997	1
YOL015W	0.2339	9.315	0
YOL016C	30.1774	189.56	1
YOL017W	7.7788	19.5889	1
YOL018C	23.9632	94.2757	1
YOL019W	24.9961	25.9703	1
YOL020W	25.9326	77.8152	1
YOL021C	39.3455	37.6178	1
YOL022C	54.0213	188.5402	1
YOL023W	4.8682	13.0035	1
YOL024W	0	3.0752	0
YOL025W	5.4014	11.6027	1
YOL026C	77.9195	103.6296	1
YOL027C	71.998	51.8108	1
YOL028C	25.6341	53.8572	1
YOL030W	132.3163	72.7141	1
YOL031C	31.3834	66.6524	1
YOL032W	28.5831	85.1767	1
YOL033W	7.7975	62.4534	1
YOL034W	4.7089	15.795	1
YOL036W	17.2123	34.8377	1
YOL038CA	18.9355	22.4796	0
YOL038W	168.8207	409.1627	1
YOL039W	6959.2904	2418.1571	1
YOL040C	6644.8668	1115.674	1
YOL041C	170.2311	236.0671	1
YOL042W	19.4125	76.7042	1
YOL043C	3.0613	33.2331	1
YOL044W	11.435	65.7742	1
YOL045W	10.9077	22.5216	1
YOL047C	0.5869	2.0901	0
YOL048C	5.9085	51.2556	1
YOL049W	55.9411	145.5299	1
YOL052C	44.936	52.0408	1
YOL052CA	46.0631	19.1751	0
YOL053W	7.2772	72.031	1
YOL054W	10.9584	49.9454	1
YOL055C	6.0936	27.7821	1
YOL056W	35.6428	134.5379	1
YOL057W	36.7433	64.2597	1
YOL058W	22.6561	24.3811	1
YOL059W	111.8856	68.1684	1
YOL060C	12.5286	15.0936	1
YOL061W	96.6717	188.2003	1
YOL062C	12.9739	133.3347	1
YOL063C	3.0111	25.4171	1
YOL064C	98.3029	251.458	1
YOL065C	17.6426	44.1397	1
YOL066C	15.1915	49.2235	1
YOL067C	25.7734	33.6279	1
YOL069W	8.1989	36.8691	1
YOL070C	52.7773	83.0044	1
YOL071W	39.0538	27.3285	1
YOL072W	8.5786	42.5397	1
YOL073C	12.5284	65.5889	1
YOL075C	1.8566	10.0987	1
YOL076W	33.948	78.335	1
YOL077C	226.8527	374.7706	1
YOL077WA	211.1197	112.1146	1
YOL078W	7.8203	24.2051	1
YOL080C	45.399	135.5058	1
YOL081W	2.8557	9.188	1
YOL082W	15.8352	111.6722	1
YOL083W	2.326	15.4925	0
YOL084W	0.0692	1.2105	0
YOL086C	10697.9414	5816.1268	1
YOL086WA	51.7342	128.1747	1
YOL087C	5.7189	21.9805	1
YOL088C	61.1655	147.8091	1
YOL089C	6.8618	18.8302	1
YOL090W	37.5791	45.3501	1
YOL091W	0.2251	7.4337	0
YOL092W	85.005	230.8852	1
YOL093W	53.8792	101.0427	1
YOL094C	40.2213	62.097	1
YOL095C	3.0107	18.3953	1
YOL096C	19.5012	43.2045	1
YOL097C	227.1068	372.9912	1
YOL097WA	1.0967	39.4154	0
YOL098C	44.9297	61.1231	1
YOL100W	6.0942	13.5653	1
YOL101C	14.2425	97.9018	1
YOL102C	54.5876	128.8087	1
YOL103W	18.6829	121.0165	1
YOL104C	0.1943	51.5311	1
YOL105C	2.5881	34.955	1
YOL107W	18.3988	26.8067	1
YOL108C	40.0669	87.0182	1
YOL109W	5369.2537	3615.9758	1
YOL110W	4.8955	27.132	0
YOL111C	121.2676	44.3663	1
YOL112W	4.8728	75.5926	1
YOL113W	1.8839	41.3762	1
YOL114C	6.0742	21.3056	0
YOL115W	26.2868	71.5831	1
YOL116W	13.7936	57.5937	1
YOL117W	5.5267	32.6218	1
YOL119C	27.7559	105.8472	1
YOL122C	23.7175	91.5699	1
YOL123W	209.3947	152.2922	1
YOL124C	35.7349	152.8157	1
YOL125W	15.6835	62.7513	1
YOL126C	42.4716	35.083	1
YOL127W	7099.4392	5822.5003	1
YOL128C	7.6636	214.9833	1
YOL129W	115.4943	355.6015	1
YOL130W	22.5991	89.8979	1
YOL131W	0	1.8262	0
YOL132W	0	2.8247	0
YOL133W	92.448	173.062	1
YOL135C	20.2807	28.9515	1
YOL136C	18.6189	54.7569	1
YOL137W	18.193	30.5229	1
YOL138C	4.2486	11.4854	1
YOL139C	809.7002	1238.956	1
YOL140W	8.0921	82.3729	1
YOL141W	12.5291	15.6194	1
YOL142W	51.7601	117.4014	1
YOL143C	371.7004	458.0463	1
YOL144W	31.5578	47.1473	1
YOL145C	29.3096	67.3353	1
YOL146W	41.4482	128.2839	1
YOL147C	38.1721	37.3581	1
YOL148C	14.8654	48.4976	1
YOL149W	78.5756	162.686	1
YOL151W	49.5969	99.4566	1
YOL152W	10.6134	35.2223	1
YOL154W	0.8226	34.089	1
YOL158C	22.6206	164.8984	1
YOL159C	20.6983	64.5668	1
YOL159CA	39.7379	100.5006	1
YOL163W	0.4027	6.2585	0
YOL164W	1.2734	38.7559	1
YOR001W	32.5558	51.5221	1
YOR002W	26.4504	130.2937	1
YOR003W	1.7194	18.5103	1
YOR004W	120.1637	378.0904	1
YOR005C	2.3984	19.2014	1
YOR006C	52.6388	189.8775	1
YOR007C	510.6242	440.1014	1
YOR008C	47.9715	109.016	1
YOR010C	8.9765	26.4212	1
YOR011W	2.7085	9.2316	1
YOR012W	17.8431	44.7726	1
YOR014W	52.2715	33.9655	1
YOR016C	55.0052	177.5583	1
YOR017W	6.6014	17.8206	1
YOR018W	10.3257	22.6063	1
YOR019W	1.5969	21.1678	1
YOR020C	998.3792	563.6166	1
YOR020WA	51.7342	104.8702	1
YOR021C	235.6423	564.745	1
YOR022C	6.9049	17.978	1
YOR023C	12.8337	19.404	1
YOR025W	15.3185	54.4576	1
YOR026W	7.6217	63.1211	1
YOR027W	732.3595	90.4167	1
YOR028C	14.1319	46.3553	1
YOR030W	5.5367	19.0378	1
YOR031W	0	32.1193	0
YOR032C	0.3155	1.5323	0
YOR032WA	0	2.9597	0
YOR033C	5.4697	56.8278	1
YOR034C	7.9655	26.2347	1
YOR035C	11.2134	18.4062	1
YOR036W	17.0834	108.0875	1
YOR037W	9.7205	69.9049	1
YOR038C	19.3643	29.6983	1
YOR039W	70.4053	204.1294	1
YOR040W	9.8298	38.8902	1
YOR042W	79.7767	61.7967	1
YOR043W	35.0927	114.031	1
YOR044W	25.1236	177.1322	1
YOR045W	405.7936	444.2226	1
YOR046C	192.4033	257.139	1
YOR047C	28.6842	71.0018	1
YOR048C	32.3979	52.8011	1
YOR049C	1.1594	7.6956	0
YOR051C	118.7943	273.3783	1
YOR052C	149.5422	179.5855	1
YOR054C	9.8669	24.5031	1
YOR056C	60.7222	172.1594	1
YOR057W	35.5196	73.5456	1
YOR058C	12.8673	23.6413	1
YOR060C	6.3769	49.8102	1
YOR061W	86.7519	164.0201	1
YOR062C	2.2938	27.7263	0
YOR063W	6087.2914	5102.8396	1
YOR064C	6.8521	85.0101	1
YOR065W	36.0606	20.8439	1
YOR066W	17.0006	16.3013	1
YOR067C	28.6239	86.4081	1
YOR068C	0	0.5772	0
YOR069W	33.3149	82.9702	1
YOR070C	9.47	28.2222	1
YOR071C	7.2206	26.2726	1
YOR073W	6.3889	29.8999	1
YOR074C	56.8869	15.9432	1
YOR075W	26.8854	97.1603	1
YOR076C	11.7506	38.2534	1
YOR077W	17.0597	52.5681	1
YOR079C	22.7155	119.8668	1
YOR080W	4.1366	35.6259	1
YOR081C	7.5993	13.0729	1
YOR083W	13.4369	11.2513	0
YOR084W	0.1768	14.9432	0
YOR085W	71.9212	41.1936	1
YOR086C	36.7468	33.613	1
YOR087W	16.3528	46.0727	1
YOR089C	100.9829	328.9524	1
YOR090C	22.0444	35.7256	1
YOR091W	139.1762	92.8188	1
YOR092W	11.0697	25.4143	1
YOR093C	4.9578	18.615	1
YOR094W	58.0599	135.9254	1
YOR095C	154.5741	484.3573	1
YOR096W	5716.8687	6786.9498	1
YOR097C	17.8955	86.9109	1
YOR098C	41.2629	25.2742	1
YOR099W	130.26	289.584	1
YOR100C	0.4182	9.5465	0
YOR101W	71.6787	173.8421	1
YOR103C	145.1139	336.1544	1
YOR104W	19.383	78.603	1
YOR106W	22.4536	66.3668	1
YOR107W	0.2212	10.5294	0
YOR108W	79.6606	101.9552	1
YOR109W	40.1091	23.4234	1
YOR110W	18.1004	67.573	1
YOR111W	24.7071	62.2818	1
YOR112W	17.3925	40.2647	1
YOR113W	12.3097	9.332	1
YOR114W	6.7412	8.1283	0
YOR115C	33.3875	210.1753	1
YOR116C	30.6107	37.5426	1
YOR117W	159.3335	204.8699	1
YOR118W	12.3277	79.8275	1
YOR119C	28.586	82.4734	1
YOR120W	1.972	39.3735	1
YOR122C	1145.3575	1370.5497	1
YOR123C	64.6456	73.5433	1
YOR124C	29.3551	26.1545	1
YOR125C	36.6099	98.4296	1
YOR126C	22.9415	54.5946	1
YOR127W	11.1747	33.092	1
YOR128C	106.2139	221.4894	1
YOR129C	3.0728	16.5651	1
YOR130C	15.2124	95.7037	1
YOR131C	39.4227	158.942	1
YOR132W	28.7269	27.9029	1
YOR134W	0	1.463	0
YOR136W	220.6498	133.4553	1
YOR137C	1.653	25.1545	1
YOR138C	11.9544	78.303	1
YOR140W	10.3855	9.044	1
YOR141C	24.6833	28.2107	1
YOR142W	146.1184	92.4648	1
YOR143C	27.6488	156.7626	1
YOR144C	8.1504	24.5078	1
YOR145C	191.2279	329.3486	1
YOR147W	9.3671	50.8443	1
YOR148C	20.2505	132.6809	1
YOR149C	6.7711	29.7895	1
YOR150W	54.2597	79.0551	1
YOR151C	58.9346	89.4883	1
YOR152C	5.6015	17.6178	0
YOR153W	320.9575	300.6743	1
YOR154W	8.6398	93.8992	1
YOR155C	17.6514	71.98	1
YOR157C	236.5394	100.899	1
YOR158W	40.2054	75.1807	1
YOR159C	118.5396	226.0922	1
YOR160W	14.8234	21.2546	1
YOR161C	9.5339	36.548	1
YOR162C	3.9798	13.2419	1
YOR163W	107.9855	119.671	1
YOR164C	140.8908	329.8865	1
YOR165W	62.2185	58.3736	1
YOR166C	11.9615	105.0017	1
YOR167C	4406.9972	5481.2585	1
YOR168W	305.6349	318.2793	1
YOR171C	35.5912	70.1009	1
YOR172W	2.8795	20.7647	1
YOR173W	1.5503	6.2115	0
YOR174W	15.1573	164.9857	1
YOR175C	52.8202	218.3428	1
YOR176W	78.1909	117.7281	1
YOR177C	1.0331	4.4441	0
YOR178C	0.0865	0.504	0
YOR179C	25.7281	87.2895	1
YOR180C	0.7562	38.1939	1
YOR181W	23.4993	6.4163	1
YOR183W	0.526	8.6853	0
YOR185C	30.3855	23.1895	1
YOR186W	0	3.6663	0
YOR187W	146.9631	187.3374	1
YOR188W	16.1763	13.2499	1
YOR189W	99.2969	167.367	1
YOR190W	0.7694	8.6685	0
YOR191W	8.4816	13.4696	1
YOR193W	5.8235	29.3427	1
YOR194C	65.2249	161.2859	1
YOR195W	36.1746	37.4092	1
YOR196C	37.2029	126.5558	1
YOR197W	126.1529	65.2696	1
YOR198C	608.7981	103.038	1
YOR201C	18.4422	143.1444	1
YOR202W	128.053	99.0824	1
YOR204W	528.0067	75.3917	1
YOR205C	4.8065	28.4907	1
YOR206W	112.3164	171.0059	1
YOR207C	32.9111	49.024	1
YOR208W	2.5602	13.2331	1
YOR209C	110.9133	222.1294	1
YOR210W	587.8727	633.4216	1
YOR211C	19.5442	28.5888	1
YOR212W	73.8001	184.2386	1
YOR213C	18.1687	118.9873	1
YOR214C	0	4.2133	0
YOR215C	64.0653	144.125	1
YOR216C	37.2184	74.7759	1
YOR217W	40.2336	60.0509	1
YOR219C	9.5798	22.9763	1
