mRNA half lifes [min],,,,,
orf,median,sd,mean,cv,95%-confidence
YBR056W,25.7739873297811,13.6919517601896,28.6984574433325,0.47709713273703,15 - 72.1
YBR056W-A,4.47486921825917,1.67955265958429,4.62181987866493,0.363396390096761,2.22 - 8.35
YBR057C,4.92082444252066,1.83172203845957,5.21184154879987,0.351453899990754,2.59 - 9.45
YBR058C,10.2968522307122,1.9082678722678,10.2738504574702,0.185740281130945,6.79 - 14
YBR058C-A,19.6007501639274,5.94334539145478,19.7886564175451,0.300341027002989,10.7 - 33.5
YBR059C,10.0872612464068,1.89042041682287,10.5408310065548,0.179342635855496,7.66 - 14.8
YBR060C,6.79637588008605,1.46591249677341,6.84014471532904,0.214310158305312,4.05 - 10.4
YBR061C,8.40181164034289,1.08792506223937,8.55690337758005,0.127140042867592,6.72 - 10.5
YBR062C,13.0823946521078,2.20241723093984,13.0724522756076,0.168477741169453,9.66 - 17.2
YBR063C,4.98954322837105,0.787513613205809,4.99656393119222,0.157611035113465,3.65 - 6.46
YBR065C,1.70753059052305,1.07636354810321,1.98833390257394,0.541339433336541,0.661 - 4.23
YBR066C,5.25572636899977,1.22009730141781,5.40832234812338,0.225596261258571,3.41 - 7.82
YBR067C,27.5254211432577,105.43066608784,46.8558682829006,2.25010590885402,13.9 - 139
YBR068C,3.48656269478629,0.940330999133829,3.60416687394863,0.260901071459998,2.27 - 5.01
YBR069C,6.90479807568823,1.24975672609098,7.07560289448262,0.176629008824889,4.94 - 9.48
YBR070C,12.1703340060438,5.88483250869358,13.599792878263,0.432714862746145,6.73 - 28.3
YBR071W,2.90354391579495,1.41112357476422,3.30133437866752,0.427440365896464,1.23 - 6.28
YBR072C-A,7.16543638648444,3.48808268479378,7.97153611504194,0.437567193380949,3.51 - 14.8
YBR072W,358.007562019593,1413.74828851842,975.669294308101,1.4490035678749,104 - 4480
YBR073W,6.74874621359259,1.4271839409594,6.71937566269021,0.212398296002995,4.15 - 9.63
YBR074W,11.9613184124013,2.19956311994651,11.9624517782548,0.183872266381449,7.95 - 16.7
YBR076W,23.244897479108,9.00877160988657,23.797604857792,0.378557912181521,7.74 - 40.2
YBR077C,7.23625167024011,1.42782461218334,7.19204429084982,0.198528339710019,4.79 - 9.9
YBR078W,28.8949568228692,5.64212583368861,30.067599925329,0.187648028033514,20.8 - 42.8
YBR079C,12.3071435148535,1.93156325882591,12.3732600535614,0.15610786894194,8.88 - 15.9
YBR080C,15.0513274440577,2.86561969470092,15.4913771362691,0.184981597794286,10.9 - 23.3
YBR081C,6.43168204696588,0.960013001788135,6.424121428081,0.14943880070382,4.6 - 8.49
YBR082C,25.3735927111094,4.40208212318537,25.8275556455181,0.170441298572878,17.9 - 34.6
YBR083W,5.10770197345779,1.03280186895908,5.33110795867989,0.193731186268235,3.83 - 7.93
YBR084C-A,45.1324109979097,10.9917872242399,46.0469475140097,0.238708270964013,28.4 - 67.1
YBR084W,17.9971054075028,4.22870996927621,17.6507460452699,0.239576840459355,10.5 - 25.8
YBR085C-A,7.00815935659332,2.57315699492409,7.36061422106704,0.349584547925278,3.6 - 12.2
YBR085W,8.78779779125541,2.24382933992127,8.94175549726654,0.250938346570446,4.74 - 13.6
YBR086C,13.9379170488504,2.35832600462937,14.012415014561,0.168302608949187,9.81 - 18.6
YBR087W,12.1411043909014,1.42554746618072,12.0613265891466,0.11819159821636,9.5 - 14.9
YBR088C,10.9135883232322,3.28946702927318,11.4921136467907,0.286236903878149,7.07 - 19.9
