Synthesis rate [synthesized mRNA molecules per min],,,,,
orf,median,sd,mean,cv,95%-confidence
YBL067C,0.147690219443301,0.0374434112241121,0.154880318895206,0.241757064365595,0.0914 - 0.251
YBL068W,1.00494181335464,0.0791069841221051,1.0132091771828,0.078075668779531,0.882 - 1.18
YBL069W,0.345218398800185,0.08863080024178,0.364159348408265,0.243384662865814,0.246 - 0.585
YBL071C-B,0.0125373358507876,0.00598121205930457,0.0142623959437707,0.419369374043842,0.0066 - 0.0281
YBL071W-A,1.47418676954375,0.439077957916434,1.5323741992214,0.286534423601971,0.94 - 2.35
YBL072C,2.61788989157748,0.270205739978015,2.59410003039423,0.104161650210902,2.08 - 3.05
YBL074C,0.0172425012053102,0.0159658684091848,0.0223467887037265,0.714459183413785,0.00773 - 0.0673
YBL075C,0.224620583779725,0.0492366529444437,0.236822881162268,0.207904965528678,0.179 - 0.361
YBL076C,1.1530322509175,0.100572605787613,1.1568636963904,0.086935570803558,0.981 - 1.35
YBL078C,0.308305422071982,0.157121059505258,0.349352128916896,0.449749826893523,0.163 - 0.881
YBL079W,0.566282382415396,0.0940830626945698,0.572505662272689,0.164335602063893,0.407 - 0.738
YBL080C,0.280862971233758,0.0812275299292284,0.294635330174069,0.275688356454874,0.191 - 0.556
YBL081W,0.716302356996699,0.144442514823977,0.739985406896091,0.195196436953871,0.549 - 1.12
YBL082C,0.551855126791897,0.0845370209476354,0.543570645475717,0.155521681774503,0.341 - 0.667
YBL084C,0.397914515233818,0.0591437432263813,0.405539361356672,0.145839710918626,0.32 - 0.544
YBL085W,0.575433038455071,0.11242580739064,0.594609243140326,0.189075108884757,0.397 - 0.825
YBL086C,0.200385707634144,0.119585845006393,0.22065336868313,0.541962471364416,0.122 - 0.371
YBL087C,2.51097093973488,0.385157139198711,2.56752552082543,0.150011026599217,1.99 - 3.33
YBL088C,0.130607515450422,0.0333821710546593,0.138494788306536,0.241035575871442,0.0983 - 0.224
YBL089W,0.368170525245113,0.0621358327996109,0.376604848858957,0.164989465716841,0.27 - 0.525
YBL090W,0.42922988791803,0.0910533345897274,0.446381516005404,0.203980969921311,0.318 - 0.702
YBL091C,0.448129855679309,0.0263166172263766,0.449815336627156,0.058505380060418,0.407 - 0.5
YBL091C-A,0.101198470262673,0.0311609021163319,0.105599531772626,0.295085608745186,0.0609 - 0.187
YBL092W,3.77573047690988,0.612774879829468,3.74972701617187,0.163418530785491,2.66 - 4.67
YBL093C,0.699198289607352,0.113982940073854,0.711974774242577,0.160094071022548,0.548 - 0.896
YBL095W,0.509778232381344,0.117432205993701,0.525256980781331,0.223570957246524,0.36 - 0.722
YBL097W,0.0345677947678916,0.0207937501595544,0.0384111516172907,0.541346699696298,0.0168 - 0.0764
YBL098W,0.169104660644664,0.10583542929689,0.211988723208747,0.499250279424878,0.104 - 0.445
YBL099W,1.72138492248473,0.128871372567987,1.72596720319719,0.0746661769292398,1.51 - 2
YBL101C,0.254302324876419,0.0740516615411741,0.266733712788806,0.277623929749767,0.184 - 0.474
YBL102W,0.493829943451991,0.0621681238763256,0.490569917756146,0.126726327127193,0.371 - 0.592
YBL103C,0.404891865288464,0.0849819772291444,0.419126833584258,0.202759571613208,0.292 - 0.614
YBL104C,0.335434503280453,0.0421718628705229,0.340361511120384,0.123903148542571,0.28 - 0.43
YBL105C,0.344935945333911,0.0505008905390355,0.34916127698788,0.144634854628477,0.266 - 0.459
YBL106C,0.074796163284937,0.0244837621665864,0.078814521339403,0.310650394755946,0.037 - 0.131
YBL107C,0.511201192438931,0.160230687922553,0.532630047263419,0.300829231744992,0.305 - 0.891
YBL108C-A,0.362273578061762,0.171862259289158,0.406165524395315,0.423133547695907,0.193 - 0.745
YBL111C,1.36115017569885,0.868302647826178,1.5652156899143,0.554749516901226,0.424 - 3.67
YBL112C,0.617955011666256,0.564875105182718,0.773178931629829,0.730587813602196,0.127 - 2.13
YBL113C,1.54797945779298,0.443186261378655,1.53644994448655,0.288448226360383,0.747 - 2.33
YBR001C,0.182305600270552,0.0536541733198289,0.196620341338289,0.272882108507359,0.142 - 0.368
YBR002C,1.08337859361209,0.142173220335828,1.07261738970748,0.132547935265716,0.825 - 1.33
YBR003W,0.549697511991551,0.0567315332416092,0.550090056938652,0.103131355540819,0.447 - 0.638
YBR004C,0.373692563566009,0.0676420784708385,0.383142414078787,0.176545524549858,0.283 - 0.534
YBR005W,0.305739661664024,0.0840372479070951,0.324038577356096,0.259343342983338,0.218 - 0.479
YBR006W,0.0753235847162474,0.0208872922434483,0.0774387945581572,0.269726464140164,0.0494 - 0.115
YBR007C,0.532185281654324,0.174655009931383,0.553603125677498,0.315487759787557,0.33 - 0.857
YBR008C,0.565128541160447,0.420766105959196,0.676091937042519,0.622350427369074,0.295 - 2.07
YBR009C,3.29673437658922,0.904993942809498,3.24167096582533,0.279175139102708,1.25 - 4.85
YBR010W,1.56443979293408,0.642300516354062,1.62855424923294,0.394399214307163,0.608 - 2.91
YBR011C,1.60048868264548,0.162375830450447,1.5882360980111,0.102236582239747,1.23 - 1.8
YBR013C,0.0506515900615334,0.0160149516901226,0.0537769858963535,0.297803073623145,0.0302 - 0.0875
YBR014C,0.375290175145423,0.0650743355547244,0.381981082671034,0.170360100295247,0.288 - 0.522
YBR015C,0.543056604327727,0.102357834567716,0.5454584427253,0.187654689248737,0.377 - 0.826
YBR016W,1.21653822709399,0.432389403239317,1.28782730996672,0.335751074614569,0.757 - 2.11
YBR017C,0.553352456447553,0.0657468499671544,0.560052288069494,0.11739412795506,0.469 - 0.713
YBR018C,0.0199300321755357,0.00478695250758929,0.0198163411282102,0.241565911518079,0.0118 - 0.0298
YBR019C,0.00507420165095784,0.0019834779506811,0.00551701110766031,0.359520383768497,0.0033 - 0.00958
YBR020W,0.0752224792300888,0.024602436863102,0.0786217295454476,0.312921593118611,0.0407 - 0.134
YBR021W,0.113727112216619,0.0593009169326232,0.132242070403977,0.448427015332331,0.0694 - 0.299
YBR022W,0.394336014457159,0.0908868683165945,0.413298800696627,0.21990595705432,0.273 - 0.601
YBR023C,0.811044398413469,0.150628972279679,0.840182348660475,0.179281286401494,0.62 - 1.12
YBR024W,0.15838486412531,0.0279395729962271,0.162588180555345,0.17184258351865,0.12 - 0.226
YBR025C,1.50910938159114,0.132878148398523,1.47491725562468,0.0900919342368422,1.24 - 1.7
YBR026C,0.160215905030745,0.042848978509861,0.17065993448719,0.251078137575854,0.107 - 0.268
YBR028C,0.421387032781456,0.101154915719433,0.438112444488106,0.23088802199541,0.284 - 0.697
YBR029C,0.721488991281873,0.121519447020741,0.747488642896516,0.162570292104845,0.585 - 1.01
YBR030W,0.337689331042049,0.0398888616638243,0.340343174483014,0.117201885198421,0.27 - 0.42
YBR031W,3.6819189496889,0.480286425445563,3.76335256868166,0.127621958527742,3.04 - 4.81
YBR033W,0.0146533386140253,0.00846748053349161,0.0163929836656821,0.516530773541724,0.00988 - 0.0423
YBR034C,1.4310972375685,0.113298024130911,1.43308366388069,0.0790589042262247,1.24 - 1.65
YBR035C,0.271656049846244,0.0434888572517947,0.276847057599475,0.157086218032744,0.201 - 0.369
YBR036C,0.757642339864489,0.127853428988116,0.785339605750794,0.162800179759031,0.588 - 1.07
YBR037C,0.442079439745107,0.0637898992979669,0.454531158408328,0.140342192428228,0.363 - 0.6
YBR038W,0.392796146987689,0.249753734552779,0.43774272489527,0.570549138452347,0.0732 - 1.05
YBR039W,0.649115986261408,0.0478770279531445,0.648744640185879,0.0737994967317599,0.548 - 0.736
YBR040W,0.0287244662130626,0.184387613495061,0.0766698467961175,2.40495607074042,0.0109 - 0.51
YBR041W,0.191701552915852,0.0556892895203439,0.194483598855404,0.286344400494914,0.12 - 0.352
YBR042C,0.378718789026949,0.0716780157149282,0.391382011619512,0.183140802558425,0.282 - 0.516
YBR043C,0.432317290711611,0.0836047563350147,0.443774099517709,0.188394853205439,0.308 - 0.598
YBR044C,0.302453783700704,0.0467724869875653,0.299919116013948,0.155950336241289,0.216 - 0.391
YBR045C,0.029319785043237,0.0292680406731705,0.0368839207876685,0.793517610062641,0.0147 - 0.118
YBR046C,0.119756455063008,0.0891071371632099,0.146911235097947,0.606537254307345,0.0782 - 0.431
YBR047W,0.134013475360436,0.14402922298748,0.177231409439895,0.812661951076597,0.0759 - 0.564
YBR048W,1.7656685831702,0.271411912890964,1.80171772226383,0.150640641170992,1.3 - 2.27
YBR049C,0.362259607850672,0.0900138794700528,0.367867368902543,0.244691122614628,0.214 - 0.551
YBR050C,0.0542126970322146,0.0154292357209853,0.0581918700300964,0.265144181017132,0.0391 - 0.102
YBR052C,0.316574652104406,0.0532315131062448,0.313813782246497,0.169627709545377,0.23 - 0.46
YBR053C,0.170088233101177,0.0567068349534344,0.175437855053139,0.323230325269642,0.116 - 0.3
YBR054W,0.0283959355430804,0.0257667149404002,0.0375369831612555,0.686435423691583,0.0153 - 0.123
YBR055C,0.45732001712739,0.0616325596332101,0.467461379426836,0.131845244004497,0.378 - 0.589
YBR056W,0.130971981496454,0.0584198981085667,0.141192848013403,0.413759612689597,0.092 - 0.308
YBR056W-A,0.459196191918497,0.471495194180934,0.611977537678008,0.77044526171647,0.217 - 1.77
YBR057C,0.447175204654742,0.120526752225656,0.45970466467509,0.262183008977823,0.3 - 0.688
YBR058C,0.318690237511593,0.0427541708429932,0.327524821457703,0.130537193036878,0.236 - 0.415
YBR058C-A,0.668419750910397,0.174174170265802,0.698362938968456,0.249403512911314,0.433 - 1.08
YBR059C,0.237095768208476,0.0414572907701492,0.244227724304693,0.169748503730182,0.183 - 0.349
YBR060C,0.648016782444766,0.111593182578185,0.654538748336237,0.170491331279992,0.441 - 0.871
YBR061C,0.679941937530232,0.0618126059991815,0.687435383799564,0.089917696202272,0.586 - 0.811
YBR062C,0.490967327253809,0.0878287729921808,0.496723097710865,0.176816365892662,0.359 - 0.676
YBR063C,0.550010637430337,0.0726028663813842,0.552854758543203,0.131323580487389,0.438 - 0.691
YBR065C,0.229646801260995,0.118928292520924,0.250532634028061,0.474701800754642,0.0969 - 0.559
YBR066C,0.484091364517791,0.131350318337734,0.493465429884364,0.266179372217651,0.295 - 0.745
YBR067C,1.25813918024609,0.590493053426386,1.13928880064756,0.518299708634683,0.0806 - 2.02
YBR068C,2.44811796197247,0.395354548652511,2.39328362720074,0.16519335366654,1.71 - 2.95
YBR069C,1.56138178983228,0.276306147231391,1.53566202302289,0.179926405087164,0.993 - 1.97
YBR070C,0.380696825563896,0.189896675825959,0.387918320125232,0.489527475177388,0.0872 - 0.818
YBR071W,1.72244611011197,1.01303084761512,1.78373009007258,0.56792832797584,0.215 - 4.54
YBR072C-A,0.0102719424909946,0.0079705874906324,0.0116381127852736,0.684869414628636,0.00529 - 0.0185
YBR072W,0.0305654614405067,0.0364705716836053,0.0476636700837703,0.765164990851674,0.023 - 0.132
YBR073W,0.627214581359312,0.267211444682281,0.683198049280544,0.391118570908792,0.317 - 1.29
YBR074W,0.29520513560551,0.0544634947908503,0.31499141770868,0.172904694315262,0.248 - 0.457
YBR076W,0.0049153846975501,0.00299557582329488,0.00559196772978382,0.535692616275289,0.00311 - 0.0148
YBR077C,0.828634676508916,0.139119495114506,0.842516801747779,0.165123704151545,0.613 - 1.13
YBR078W,2.51121707797647,0.32331212694664,2.5285029987854,0.127867013447066,1.9 - 3.12
YBR079C,1.14892038792025,0.135881197157099,1.17187918991998,0.115951540334441,0.984 - 1.55
YBR080C,0.510833849866773,0.0617787274986226,0.512200147539705,0.120614427378379,0.406 - 0.634
YBR081C,0.433820602253066,0.0570248248029664,0.438148803693479,0.130149447681386,0.347 - 0.565
