YLR044C,202454.0
YLR110C,192442.0
YLR109W,169108.99999999997
YKL152C,157559.5
YKL060C,135622.0
YOL086C,122789.0
YDR050C,111544.99999999999
YOR063W,109771.49999999999
YGL030W,106426.5
YGL103W,100261.5
YOR369C,98795.5
YAL038W,88191.50000000001
YGL123W,87304.0
YPR043W,82833.49999999999
YOL040C,79214.0
YBR189W,78180.49999999999
YDR382W,76073.5
YDL081C,72036.50000000001
YJL189W,70561.5
YJR123W,68957.5
YBL092W,67434.50000000001
YLR340W,67392.5
YOL039W,67372.5
YCR012W,65961.5
YDL075W,65579.99999999999
YKL056C,64891.000000000015
YDL130W,64825.5
YPL131W,61861.49999999999
YNL178W,61447.0
YEL034W,57712.49999999999
YDR155C,56663.500000000015
YLR075W,55303.50000000001
YDR064W,54219.50000000001
YOR167C,51056.50000000001
YKL180W,50252.00000000001
YJR104C,49904.00000000001
YPL143W,48193.5
YLR061W,48160.0
YLR249W,48138.5
YJL190C,45673.99999999999
YGR027C,45276.50000000001
YJL136C,44386.50000000001
YHL015W,43473.0
YML063W,42661.50000000001
YNL208W,41639.50000000001
YLR185W,39882.0
YML073C,38306.50000000001
YFL039C,37550.5
YLR325C,37427.0
YMR116C,37296.00000000001
YHR021C,37259.0
YOL127W,36764.5
YOR293W,36687.0
YML028W,34665.0
YLR388W,34461.5
YGR214W,34364.50000000001
YJL158C,33262.0
YGR034W,32944.0
YDR500C,32729.5
YBR011C,29187.499999999996
YLR441C,28856.000000000004
YAL003W,27639.0
YJL177W,27031.999999999996
YLR150W,26791.0
YNL069C,26058.5
YLR355C,24064.0
YBR078W,23739.999999999996
YAL012W,23597.0
YOR310C,23279.5
YDR461W,23068.999999999993
YHR010W,22583.5
YHR193C,22235.000000000004
YGR037C,22228.0
YLR406C,21815.000000000004
YGR282C,21600.0
YPL061W,21248.999999999996
YOR096W,20761.5
YER131W,20715.5
YKR042W,20492.5
YIL133C,20377.0
YGR285C,19911.5
YLR293C,19464.0
YKL081W,19313.5
YER177W,19167.5
YNL135C,18981.5
YPL106C,18734.5
YML058W,18726.500000000004
YIL053W,18574.999999999996
YPL037C,18539.5
YIL051C,18376.000000000004
YKL117W,18267.500000000004
YGL253W,18059.5
YKL216W,18043.5
YOR234C,17226.500000000004
YOL143C,17194.5
YEL027W,16534.0
YNL079C,16099.999999999996
YLR333C,15960.0
YBR196C,15873.5
YKR057W,15772.499999999998
YHR019C,15742.0
YBL002W,15602.500000000002
YER091C,15491.499999999998
YJR105W,15480.0
YDR037W,15442.5
YDR448W,15376.0
YOL109W,15146.999999999998
YDR224C,14808.500000000002
YDL014W,14334.0
YNL055C,13835.000000000002
YHR179W,13608.999999999998
YDL055C,13584.999999999998
YDR471W,13383.5
YGR240C,13337.999999999998
YNL300W,13253.0
YNL145W,13179.0
YEL026W,12926.5
YDR226W,12842.999999999998
YOR332W,12667.499999999998
YKL156W,12586.999999999998
YBR106W,12512.499999999998
YBL097W,12338.500000000002
YBR025C,12154.0
YCL043C,11975.499999999996
YMR305C,11944.500000000002
YFL045C,11877.999999999998
YER165W,11774.499999999998
YHR089C,11607.0
YBR249C,11473.500000000002
YLR367W,11343.499999999998
YNL244C,11312.000000000002
YLR058C,11310.0
YDR002W,11195.5
YBR162C,11121.499999999998
YLR179C,10994.5
YNL064C,10922.5
YMR307W,10905.000000000002
YDR449C,10538.5
YPL048W,10254.5
YDL192W,10181.500000000002
YLR354C,10139.0
YPL028W,10114.0
YGR209C,10020.999999999998
YMR260C,10009.499999999998
YPR165W,9811.999999999998
YLL050C,9787.5
YGR124W,9746.0
YKR013W,9435.0
YOR122C,9211.499999999998
YGR279C,9161.5
YHL034C,9108.000000000002
YLR197W,9108.0
YDR510W,9079.499999999998
YLR175W,9056.499999999998
YLR043C,9027.999999999998
YBR082C,8984.0
YGL009C,8948.0
YBR286W,8753.0
YHR183W,8727.5
YMR318C,8713.0
YDR353W,8702.0
YBR127C,8677.500000000002
YNL036W,8624.0
YGR060W,8454.499999999998
YHR064C,8422.499999999998
YJR139C,8320.5
YPL231W,8173.999999999999
YOR382W,8057.499999999999
YLL018C,7843.5
YOL058W,7528.0
YML074C,7437.499999999999
YFL010C,7398.0
YGL026C,7393.499999999999
YCL009C,7343.499999999999
YPR035W,7323.5
YER120W,7277.999999999999
YER043C,7240.499999999997
YDR454C,7211.000000000001
YDR276C,7179.0
YOR007C,7173.5
YGL245W,7172.0
YPR041W,7067.500000000001
YLR180W,7035.499999999999
YDL126C,6989.5
YGL105W,6946.499999999999
YMR083W,6934.499999999999
YOR020C,6914.999999999998
YIL123W,6870.0
YLR192C,6859.000000000001
YDL185W,6829.0
YNL112W,6790.499999999999
YDL084W,6755.499999999999
YPR062W,6744.5
YBR109C,6699.000000000001
YDR158W,6650.999999999999
YLR027C,6641.500000000001
YMR217W,6580.0
YNL255C,6555.5
YML008C,6543.0
YML078W,6508.500000000001
YBR283C,6498.499999999998
YPR163C,6464.0
YIR037W,6376.500000000001
YGR159C,6213.499999999999
YOR198C,6212.999999999999
YDR304C,6164.0
YLR259C,6110.500000000001
YBL030C,6043.5
YPR074C,6022.0
YMR011W,6001.0
YGL148W,5968.0
YHR025W,5794.000000000001
YGR180C,5792.5
YPR028W,5771.5
YKL035W,5691.0
YDL125C,5674.000000000001
YDL208W,5665.0
YHR208W,5659.0
YOR285W,5566.5
YCL035C,5517.500000000001
YKL192C,5495.000000000001
YKL042W,5464.5
YLR372W,5423.5
YKR043C,5397.499999999999
YJR014W,5394.5
YKL067W,5380.5
YOR383C,5315.5
YIL078W,5291.5
YBR121C,5280.5
YAL035W,5273.0
YER009W,5249.0
YCL064C,5248.499999999999
YHR162W,5244.0
YER023W,5167.5
YDR086C,5157.5
YNL104C,5129.5
YBR263W,5041.499999999999
YLR420W,4985.5
YNL016W,4984.500000000001
YBR143C,4951.999999999999
YNL010W,4916.0
YNL134C,4904.5
YMR058W,4900.0
YPL218W,4890.5
YJL026W,4876.0
YOR247W,4736.0
YOL139C,4735.5
YJL148W,4700.5
YDR432W,4682.0
YJL034W,4674.5
YNL149C,4673.0
YNL071W,4620.5
YBR067C,4611.999999999999
YHR007C,4601.0
YJL080C,4598.500000000001
YDR023W,4593.500000000001
YJR077C,4586.0
YPL154C,4576.5
YER036C,4565.5
YJR016C,4562.5
YML056C,4534.0
YPL111W,4526.500000000001
YGR155W,4509.5
YDL067C,4485.0
YKL096W,4450.5
YGR020C,4450.0
YBR221C,4448.0
YLR449W,4413.5
YER178W,4412.5
YMR146C,4367.0
YGL202W,4359.5
YOR361C,4358.0
YDR502C,4353.499999999999
YOR375C,4345.5
YML012W,4255.0
YER090W,4239.0
YMR108W,4237.0
YGR175C,4233.0
YMR241W,4228.000000000001
YGL008C,4202.5
YKL181W,4192.0
YOR323C,4154.999999999999
YGR061C,4123.499999999999
YER057C,4121.5
YDL066W,4091.999999999999
YCR053W,4091.4999999999995
YML022W,4089.5000000000005
YKL182W,4034.5000000000005
YFL038C,4034.5000000000005
YJL167W,4006.999999999999
YDL135C,4004.0000000000005
YJR007W,3991.5
YGL225W,3976.0
YKL046C,3955.0
YJR045C,3951.5
YAL044C,3934.9999999999995
YEL001C,3922.0000000000005
YPR036W,3909.5
YDR032C,3879.9999999999995
YMR203W,3853.0
YAR015W,3845.5
YPR052C,3825.0000000000005
YGL234W,3791.5
YOR027W,3774.4999999999995
YGR135W,3769.0000000000005
YCR088W,3765.999999999999
YGR167W,3752.000000000001
YOR045W,3741.4999999999995
YPL225W,3718.5
YOR153W,3708.4999999999995
YLR060W,3698.0000000000005
YHR020W,3693.5
YML106W,3693.0
YFL022C,3681.0
YIR022W,3672.5
YPR187W,3653.0000000000005
YJL121C,3635.5
YPR069C,3628.4999999999995
YGR103W,3619.499999999999
YDR429C,3616.4999999999995
YER025W,3606.0000000000005
YMR315W,3588.0000000000005
YPL091W,3581.0
YMR079W,3545.0
YMR276W,3539.9999999999995
YPR103W,3535.5
YKL160W,3534.5000000000005
YDR341C,3524.4999999999995
YGL106W,3477.9999999999995
YDR321W,3471.0
YFL018C,3468.000000000001
YNR044W,3459.0
YMR205C,3446.4999999999995
YHR128W,3421.5000000000005
YPR033C,3415.0
YER145C,3394.9999999999995
YKR048C,3391.5
YJL151C,3381.5
YBR079C,3371.5
YPR183W,3370.5000000000005
YMR226C,3313.9999999999995
YDR381W,3311.500000000001
YMR297W,3308.5000000000005
YBL076C,3293.0
YGL220W,3283.0
YPR145W,3280.0
YIL142W,3261.5
YIL043C,3258.0
YHR008C,3255.5
YPL211W,3242.0
YIL041W,3225.0
YBR154C,3214.0
YOR224C,3199.5000000000005
YMR038C,3181.5
YGR086C,3177.5
YLR301W,3174.4999999999995
YPL010W,3173.0000000000005
YPL117C,3136.4999999999995
YBR234C,3125.5000000000005
YJR085C,3125.0000000000005
YLR172C,3104.5000000000005
YNR046W,3102.5
YOR335C,3095.0
YJL122W,3091.0000000000005
YGR204W,3084.0000000000005
YGR189C,3076.0
YOR327C,3070.5000000000005
YDR388W,3070.0000000000005
YPL237W,3060.0000000000005
YER055C,3057.9999999999995
YGL207W,3046.5
YDR098C,3032.0
YBL091C,3028.9999999999995
YDL100C,3017.5
YLR304C,3009.4999999999995
YER030W,2996.0
YKR081C,2993.0
YGL200C,2987.0
YNL044W,2986.0
YPR063C,2979.9999999999995
YMR202W,2968.0
YBL041W,2956.5
YML125C,2948.0
YDR233C,2946.0
YPR159W,2945.9999999999995
YLR009W,2931.5
YPR016C,2931.0
YNR017W,2928.9999999999995
YGR185C,2914.0000000000005
YHR018C,2873.0
YER003C,2853.0
YBR252W,2844.4999999999995
YGR094W,2820.4999999999995
YBL099W,2812.0
YDR156W,2802.0
YNR016C,2801.0
YPL274W,2795.9999999999995
YNL220W,2795.5
YER026C,2795.0
YDL046W,2793.5
YCR051W,2782.9999999999995
YJR073C,2780.5000000000005
YJL001W,2758.5
YNR050C,2752.9999999999995
YER094C,2751.5
YEL071W,2744.9999999999995
YLR244C,2744.0000000000005
YBL001C,2743.5
YGL048C,2736.5
YEL051W,2730.0000000000005
YNL241C,2729.0000000000005
YLR074C,2727.0
YER056C,2715.5000000000005
YBL039C,2709.0000000000005
YGR026W,2703.4999999999995
YER070W,2701.0
YJL130C,2690.0
YFR037C,2683.5000000000005
YGL011C,2677.9999999999995
YNL070W,2675.0
YOR270C,2673.4999999999995
YDR328C,2661.0000000000005
YDL124W,2648.5
YOR232W,2648.0
YDL051W,2628.5
YGR078C,2628.0000000000005
YJR070C,2615.4999999999995
YKL172W,2611.5
YLR342W,2611.5
YGL221C,2604.0
YER072W,2603.5
YBL028C,2597.5
YKL009W,2588.4999999999995
YHR026W,2582.0
YLL026W,2575.5000000000005
YPL163C,2574.0
YPL135W,2567.4999999999995
YMR002W,2547.9999999999995
YNL281W,2547.9999999999995
YPL160W,2547.5
YER110C,2533.5
YEL040W,2523.5
YIL008W,2518.5
YMR235C,2517.0
YJL111W,2512.5
YMR314W,2510.0
YDR129C,2505.5
YDL007W,2505.0000000000005
YKR001C,2489.0
